timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
10th < 2015,usa < colorado,usa < kansas,power,2.7457522773493254e-7,expExc
10th < 2020,usa < colorado,usa < kansas,power,2.7457522773493254e-7,expExc
10th < 2015,usa < colorado,usa < nebraska,power,0.9145643424631953,expExc
10th < 2020,usa < colorado,usa < nebraska,power,0.9145643424631953,expExc
10th < 2015,usa < colorado,usa < newMexico,power,9.227644354436385e-8,expExc
10th < 2020,usa < colorado,usa < newMexico,power,9.227644354436385e-8,expExc
10th < 2015,usa < colorado,usa < oklahoma,power,2.419356669982396,expExc
10th < 2020,usa < colorado,usa < oklahoma,power,2.419356669982396,expExc
10th < 2015,usa < colorado,usa < utah,power,0.26133364415650456,expExc
10th < 2020,usa < colorado,usa < utah,power,0.26133364415650456,expExc
10th < 2015,usa < colorado,usa < wyoming,power,1.1150968504774382e-5,expExc
10th < 2020,usa < colorado,usa < wyoming,power,1.1150968504774382e-5,expExc
10th < 2015,usa < connecticut,usa < massachusetts,power,4.769307941828112e-8,expExc
10th < 2020,usa < connecticut,usa < massachusetts,power,4.769307941828112e-8,expExc
10th < 2015,usa < connecticut,usa < newYork,power,4.872775921732046e-8,expExc
10th < 2020,usa < connecticut,usa < newYork,power,4.872775921732046e-8,expExc
10th < 2015,usa < connecticut,usa < rhodeIsland,power,4.8271924818736514e-8,expExc
10th < 2020,usa < connecticut,usa < rhodeIsland,power,4.8271924818736514e-8,expExc
10th < 2015,usa < delaware,usa < maryland,power,1.7679909501965891,expExc
10th < 2020,usa < delaware,usa < maryland,power,1.7679909501965891,expExc
10th < 2015,usa < delaware,usa < newJersey,power,0.02934582200403064,expExc
10th < 2020,usa < delaware,usa < newJersey,power,0.02934582200403064,expExc
10th < 2015,usa < delaware,usa < pennsylvania,power,0.5952545558127762,expExc
10th < 2020,usa < delaware,usa < pennsylvania,power,0.5952545558127762,expExc
10th < 2015,usa < florida,usa < georgia,power,0.4782135119054777,expExc
10th < 2020,usa < florida,usa < georgia,power,0.4782135119054777,expExc
10th < 2015,usa < georgia,usa < northCarolina,power,1.0331173763525326e-7,expExc
10th < 2020,usa < georgia,usa < northCarolina,power,1.0331173763525326e-7,expExc
10th < 2015,usa < georgia,usa < southCarolina,power,7.579444315738942e-8,expExc
10th < 2020,usa < georgia,usa < southCarolina,power,7.579444315738942e-8,expExc
10th < 2015,usa < georgia,usa < tennessee,power,9.005103602162506e-8,expExc
10th < 2020,usa < georgia,usa < tennessee,power,9.005103602162506e-8,expExc
10th < 2015,usa < idaho,usa < montana,power,4.011759246891358e-8,expExc
10th < 2020,usa < idaho,usa < montana,power,4.011759246891358e-8,expExc
10th < 2015,usa < idaho,usa < nevada,power,2.2429979481028717,expExc
10th < 2020,usa < idaho,usa < nevada,power,2.2429979481028717,expExc
10th < 2015,usa < idaho,usa < oregon,power,4.490700373658154e-6,expExc
10th < 2020,usa < idaho,usa < oregon,power,4.490700373658154e-6,expExc
10th < 2015,usa < idaho,usa < utah,power,5.151427529584996e-6,expExc
10th < 2020,usa < idaho,usa < utah,power,5.151427529584996e-6,expExc
10th < 2015,usa < idaho,usa < washington,power,4.237052852862185e-8,expExc
10th < 2020,usa < idaho,usa < washington,power,4.237052852862185e-8,expExc
10th < 2015,usa < idaho,usa < wyoming,power,4.7422407713061875e-8,expExc
10th < 2020,usa < idaho,usa < wyoming,power,4.7422407713061875e-8,expExc
10th < 2015,usa < illinois,usa < indiana,power,3.4943619068281324e-8,expExc
10th < 2020,usa < illinois,usa < indiana,power,3.4943619068281324e-8,expExc
10th < 2015,usa < illinois,usa < iowa,power,1.1047008767439107e-7,expExc
10th < 2020,usa < illinois,usa < iowa,power,1.1047008767439107e-7,expExc
10th < 2015,usa < illinois,usa < kentucky,power,0.018626018818987542,expExc
10th < 2020,usa < illinois,usa < kentucky,power,0.018626018818987542,expExc
10th < 2015,usa < illinois,usa < michigan,power,2.828633610537906e-6,expExc
10th < 2020,usa < illinois,usa < michigan,power,2.828633610537906e-6,expExc
10th < 2015,usa < illinois,usa < missouri,power,2.467850573932972,expExc
10th < 2020,usa < illinois,usa < missouri,power,2.467850573932972,expExc
10th < 2015,usa < illinois,usa < wisconsin,power,4.740644664325415e-8,expExc
10th < 2020,usa < illinois,usa < wisconsin,power,4.740644664325415e-8,expExc
10th < 2015,usa < indiana,usa < kentucky,power,0.7869624135306994,expExc
10th < 2020,usa < indiana,usa < kentucky,power,0.7869624135306994,expExc
10th < 2015,usa < indiana,usa < michigan,power,4.315249014525582e-8,expExc
10th < 2020,usa < indiana,usa < michigan,power,4.315249014525582e-8,expExc
10th < 2015,usa < indiana,usa < ohio,power,4.581583338655862e-8,expExc
10th < 2020,usa < indiana,usa < ohio,power,4.581583338655862e-8,expExc
10th < 2015,usa < iowa,usa < minnesota,power,8.952688805860668e-8,expExc
10th < 2020,usa < iowa,usa < minnesota,power,8.952688805860668e-8,expExc
10th < 2015,usa < iowa,usa < missouri,power,4.555713434610504e-6,expExc
10th < 2020,usa < iowa,usa < missouri,power,4.555713434610504e-6,expExc
10th < 2015,usa < iowa,usa < nebraska,power,3.877565049927249e-8,expExc
10th < 2020,usa < iowa,usa < nebraska,power,3.877565049927249e-8,expExc
10th < 2015,usa < iowa,usa < southDakota,power,9.194139186574575e-8,expExc
10th < 2020,usa < iowa,usa < southDakota,power,9.194139186574575e-8,expExc
10th < 2015,usa < iowa,usa < wisconsin,power,1.3038086578071156e-7,expExc
10th < 2020,usa < iowa,usa < wisconsin,power,1.3038086578071156e-7,expExc
10th < 2015,usa < kansas,usa < missouri,power,4.572044356322141e-8,expExc
10th < 2020,usa < kansas,usa < missouri,power,4.572044356322141e-8,expExc
10th < 2015,usa < kansas,usa < nebraska,power,4.894395394299262e-6,expExc
10th < 2020,usa < kansas,usa < nebraska,power,4.894395394299262e-6,expExc
10th < 2015,usa < kansas,usa < oklahoma,power,0.6009888837234019,expExc
10th < 2020,usa < kansas,usa < oklahoma,power,0.6009888837234019,expExc
10th < 2015,usa < kentucky,usa < missouri,power,2.9709513540939063e-6,expExc
10th < 2020,usa < kentucky,usa < missouri,power,2.9709513540939063e-6,expExc
10th < 2015,usa < kentucky,usa < ohio,power,1.598706951196986,expExc
10th < 2020,usa < kentucky,usa < ohio,power,1.598706951196986,expExc
10th < 2015,usa < kentucky,usa < tennessee,power,2.6135356355189734e-7,expExc
10th < 2020,usa < kentucky,usa < tennessee,power,2.6135356355189734e-7,expExc
10th < 2015,usa < kentucky,usa < virginia,power,5.277538030310096e-8,expExc
10th < 2020,usa < kentucky,usa < virginia,power,5.277538030310096e-8,expExc
10th < 2015,usa < kentucky,usa < westVirginia,power,4.143704230515893e-8,expExc
10th < 2020,usa < kentucky,usa < westVirginia,power,4.143704230515893e-8,expExc
10th < 2015,usa < louisiana,usa < mississippi,power,3.625491779040972e-8,expExc
10th < 2020,usa < louisiana,usa < mississippi,power,3.625491779040972e-8,expExc
10th < 2015,usa < louisiana,usa < texas,power,4.239971819445721e-8,expExc
10th < 2020,usa < louisiana,usa < texas,power,4.239971819445721e-8,expExc
10th < 2015,usa < maine,usa < newHampshire,power,6.747787856944003e-8,expExc
10th < 2020,usa < maine,usa < newHampshire,power,6.747787856944003e-8,expExc
10th < 2015,usa < maryland,usa < pennsylvania,power,5.0000431907293954e-8,expExc
10th < 2020,usa < maryland,usa < pennsylvania,power,5.0000431907293954e-8,expExc
10th < 2015,usa < maryland,usa < virginia,power,5.188598920981458e-8,expExc
10th < 2020,usa < maryland,usa < virginia,power,5.188598920981458e-8,expExc
10th < 2015,usa < maryland,usa < westVirginia,power,5.150925133319732e-8,expExc
10th < 2020,usa < maryland,usa < westVirginia,power,5.150925133319732e-8,expExc
10th < 2015,usa < massachusetts,usa < newHampshire,power,4.323212446403338e-8,expExc
10th < 2020,usa < massachusetts,usa < newHampshire,power,4.323212446403338e-8,expExc
10th < 2015,usa < massachusetts,usa < newYork,power,5.1306906086837064e-8,expExc
10th < 2020,usa < massachusetts,usa < newYork,power,5.1306906086837064e-8,expExc
10th < 2015,usa < massachusetts,usa < rhodeIsland,power,4.237501939548689e-8,expExc
10th < 2020,usa < massachusetts,usa < rhodeIsland,power,4.237501939548689e-8,expExc
10th < 2015,usa < massachusetts,usa < vermont,power,4.1758598616816745e-8,expExc
10th < 2020,usa < massachusetts,usa < vermont,power,4.1758598616816745e-8,expExc
10th < 2015,usa < michigan,usa < ohio,power,4.845573077790554e-8,expExc
10th < 2020,usa < michigan,usa < ohio,power,4.845573077790554e-8,expExc
10th < 2015,usa < michigan,usa < wisconsin,power,4.935290103534009e-8,expExc
10th < 2020,usa < michigan,usa < wisconsin,power,4.935290103534009e-8,expExc
10th < 2015,usa < minnesota,usa < northDakota,power,4.273629468962835e-8,expExc
10th < 2020,usa < minnesota,usa < northDakota,power,4.273629468962835e-8,expExc
10th < 2015,usa < minnesota,usa < southDakota,power,5.7426605636513594e-8,expExc
10th < 2020,usa < minnesota,usa < southDakota,power,5.7426605636513594e-8,expExc
10th < 2015,usa < minnesota,usa < wisconsin,power,6.52320131305004e-8,expExc
10th < 2020,usa < minnesota,usa < wisconsin,power,6.52320131305004e-8,expExc
10th < 2015,usa < mississippi,usa < tennessee,power,8.498193289821496e-8,expExc
10th < 2020,usa < mississippi,usa < tennessee,power,8.498193289821496e-8,expExc
10th < 2015,usa < missouri,usa < nebraska,power,5.122510168760002e-6,expExc
10th < 2020,usa < missouri,usa < nebraska,power,5.122510168760002e-6,expExc
10th < 2015,usa < missouri,usa < oklahoma,power,1.2133024727795736,expExc
10th < 2020,usa < missouri,usa < oklahoma,power,1.2133024727795736,expExc
10th < 2015,usa < missouri,usa < tennessee,power,4.923414919010405e-7,expExc
10th < 2020,usa < missouri,usa < tennessee,power,4.923414919010405e-7,expExc
10th < 2015,usa < montana,usa < northDakota,power,1.0997508075819714e-7,expExc
10th < 2020,usa < montana,usa < northDakota,power,1.0997508075819714e-7,expExc
10th < 2015,usa < montana,usa < southDakota,power,5.047291686715413e-6,expExc
10th < 2020,usa < montana,usa < southDakota,power,5.047291686715413e-6,expExc
10th < 2015,usa < montana,usa < wyoming,power,5.177018998260273e-8,expExc
10th < 2020,usa < montana,usa < wyoming,power,5.177018998260273e-8,expExc
10th < 2015,usa < nebraska,usa < southDakota,power,9.581999603519454e-8,expExc
10th < 2020,usa < nebraska,usa < southDakota,power,9.581999603519454e-8,expExc
10th < 2015,usa < nebraska,usa < wyoming,power,5.173208036881502e-7,expExc
10th < 2020,usa < nebraska,usa < wyoming,power,5.173208036881502e-7,expExc
10th < 2015,usa < nevada,usa < oregon,power,4.6308195123999286e-6,expExc
10th < 2020,usa < nevada,usa < oregon,power,4.6308195123999286e-6,expExc
10th < 2015,usa < nevada,usa < utah,power,5.000226771497101e-8,expExc
10th < 2020,usa < nevada,usa < utah,power,5.000226771497101e-8,expExc
10th < 2015,usa < newHampshire,usa < vermont,power,4.227655200560873e-8,expExc
10th < 2020,usa < newHampshire,usa < vermont,power,4.227655200560873e-8,expExc
10th < 2015,usa < newJersey,usa < newYork,power,0.868491239632998,expExc
10th < 2020,usa < newJersey,usa < newYork,power,0.868491239632998,expExc
10th < 2015,usa < newJersey,usa < pennsylvania,power,2.7132099263585416e-8,expExc
10th < 2020,usa < newJersey,usa < pennsylvania,power,2.7132099263585416e-8,expExc
10th < 2015,usa < newMexico,usa < oklahoma,power,7.045550925223255e-5,expExc
10th < 2020,usa < newMexico,usa < oklahoma,power,7.045550925223255e-5,expExc
10th < 2015,usa < newMexico,usa < texas,power,8.80158938220988,expExc
10th < 2020,usa < newMexico,usa < texas,power,8.80158938220988,expExc
10th < 2015,usa < newMexico,usa < utah,power,3.7234859675500416,expExc
10th < 2020,usa < newMexico,usa < utah,power,3.7234859675500416,expExc
10th < 2015,usa < newYork,usa < pennsylvania,power,1.017020637118548,expExc
10th < 2020,usa < newYork,usa < pennsylvania,power,1.017020637118548,expExc
10th < 2015,usa < newYork,usa < rhodeIsland,power,2.7827366635894665e-6,expExc
10th < 2020,usa < newYork,usa < rhodeIsland,power,2.7827366635894665e-6,expExc
10th < 2015,usa < newYork,usa < vermont,power,5.115797427782283e-8,expExc
10th < 2020,usa < newYork,usa < vermont,power,5.115797427782283e-8,expExc
10th < 2015,usa < northCarolina,usa < southCarolina,power,2.951371125021252e-8,expExc
10th < 2020,usa < northCarolina,usa < southCarolina,power,2.951371125021252e-8,expExc
10th < 2015,usa < northCarolina,usa < tennessee,power,4.166979773746406e-8,expExc
10th < 2020,usa < northCarolina,usa < tennessee,power,4.166979773746406e-8,expExc
10th < 2015,usa < northCarolina,usa < virginia,power,3.6329403157813686e-7,expExc
10th < 2020,usa < northCarolina,usa < virginia,power,3.6329403157813686e-7,expExc
10th < 2015,usa < northDakota,usa < southDakota,power,4.1489234130288196e-8,expExc
10th < 2020,usa < northDakota,usa < southDakota,power,4.1489234130288196e-8,expExc
10th < 2015,usa < ohio,usa < pennsylvania,power,6.466013482177427e-7,expExc
10th < 2020,usa < ohio,usa < pennsylvania,power,6.466013482177427e-7,expExc
10th < 2015,usa < ohio,usa < westVirginia,power,1.4840005492136261,expExc
10th < 2020,usa < ohio,usa < westVirginia,power,1.4840005492136261,expExc
10th < 2015,usa < oklahoma,usa < texas,power,1.1643789184151425e-7,expExc
10th < 2020,usa < oklahoma,usa < texas,power,1.1643789184151425e-7,expExc
10th < 2015,usa < oregon,usa < washington,power,4.845210130284851e-6,expExc
10th < 2020,usa < oregon,usa < washington,power,4.845210130284851e-6,expExc
10th < 2015,usa < pennsylvania,usa < westVirginia,power,6.761742023815237e-8,expExc
10th < 2020,usa < pennsylvania,usa < westVirginia,power,6.761742023815237e-8,expExc
10th < 2015,usa < southDakota,usa < wyoming,power,7.750771948024303e-8,expExc
10th < 2020,usa < southDakota,usa < wyoming,power,7.750771948024303e-8,expExc
10th < 2015,usa < tennessee,usa < virginia,power,5.251926840914852e-7,expExc
10th < 2020,usa < tennessee,usa < virginia,power,5.251926840914852e-7,expExc
10th < 2015,usa < utah,usa < wyoming,power,1.3127529570563787,expExc
10th < 2020,usa < utah,usa < wyoming,power,1.3127529570563787,expExc
10th < 2015,usa < virginia,usa < westVirginia,power,3.7872775380306334e-8,expExc
10th < 2020,usa < virginia,usa < westVirginia,power,3.7872775380306334e-8,expExc
20th < 2025,canada < canada_,usa < idaho,power,3.51009241932601e-8,expExc
20th < 2030,canada < canada_,usa < idaho,power,3.51009241932601e-8,expExc
20th < 2025,canada < canada_,usa < maine,power,7.14437579226533e-8,expExc
20th < 2030,canada < canada_,usa < maine,power,7.14437579226533e-8,expExc
20th < 2025,canada < canada_,usa < michigan,power,7.699285845482071e-8,expExc
20th < 2030,canada < canada_,usa < michigan,power,7.699285845482071e-8,expExc
20th < 2025,canada < canada_,usa < minnesota,power,4.874353250671371e-8,expExc
20th < 2030,canada < canada_,usa < minnesota,power,4.874353250671371e-8,expExc
20th < 2025,canada < canada_,usa < montana,power,3.521238006731698e-8,expExc
20th < 2030,canada < canada_,usa < montana,power,3.521238006731698e-8,expExc
20th < 2025,canada < canada_,usa < newHampshire,power,6.375110261196116e-8,expExc
20th < 2030,canada < canada_,usa < newHampshire,power,6.375110261196116e-8,expExc
20th < 2025,canada < canada_,usa < newYork,power,6.34292292893998e-8,expExc
20th < 2030,canada < canada_,usa < newYork,power,6.34292292893998e-8,expExc
20th < 2025,canada < canada_,usa < northDakota,power,4.642385959226952e-8,expExc
20th < 2030,canada < canada_,usa < northDakota,power,4.642385959226952e-8,expExc
20th < 2025,canada < canada_,usa < ohio,power,7.325291482812621e-8,expExc
20th < 2030,canada < canada_,usa < ohio,power,7.325291482812621e-8,expExc
20th < 2025,canada < canada_,usa < vermont,power,6.271079110432613e-8,expExc
20th < 2030,canada < canada_,usa < vermont,power,6.271079110432613e-8,expExc
20th < 2025,canada < canada_,usa < washington,power,3.556451807443351e-8,expExc
20th < 2030,canada < canada_,usa < washington,power,3.556451807443351e-8,expExc
20th < 2025,canada < canada_,usa < wisconsin,power,7.636958202942658e-8,expExc
20th < 2030,canada < canada_,usa < wisconsin,power,7.636958202942658e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,4.5640471930129955e-8,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,4.5640471930129955e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,power,40.34256864391427,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,power,40.34256864391427,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,power,34.434125640984,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,power,34.434125640984,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,power,6.362055707877882e-7,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,power,6.362055707877882e-7,expExc
20th < 2025,mexico < central,mexico < occidental,power,0.7106964572305858,expExc
20th < 2030,mexico < central,mexico < occidental,power,0.7106964572305858,expExc
20th < 2025,mexico < central,mexico < oriental,power,9.260486316556788,expExc
20th < 2030,mexico < central,mexico < oriental,power,9.260486316556788,expExc
20th < 2025,mexico < noreste,mexico < norte,power,4.354673106705117,expExc
20th < 2030,mexico < noreste,mexico < norte,power,4.354673106705117,expExc
20th < 2025,mexico < noreste,mexico < occidental,power,1.0031803279091032,expExc
20th < 2030,mexico < noreste,mexico < occidental,power,1.0031803279091032,expExc
20th < 2025,mexico < noreste,mexico < oriental,power,5.976636392811152,expExc
20th < 2030,mexico < noreste,mexico < oriental,power,5.976636392811152,expExc
20th < 2025,mexico < noroeste,mexico < norte,power,4.4274776733041294,expExc
20th < 2030,mexico < noroeste,mexico < norte,power,4.4274776733041294,expExc
20th < 2025,mexico < noroeste,mexico < occidental,power,37.57578370956321,expExc
20th < 2030,mexico < noroeste,mexico < occidental,power,37.57578370956321,expExc
20th < 2025,mexico < norte,mexico < occidental,power,9.291769625883541e-8,expExc
20th < 2030,mexico < norte,mexico < occidental,power,9.291769625883541e-8,expExc
20th < 2025,mexico < occidental,mexico < oriental,power,40.68561691592159,expExc
20th < 2030,mexico < occidental,mexico < oriental,power,40.68561691592159,expExc
20th < 2025,mexico < oriental,mexico < peninsular,power,0.8221832959524067,expExc
20th < 2030,mexico < oriental,mexico < peninsular,power,0.8221832959524067,expExc
20th < 2025,usa < alabama,usa < florida,power,1.9083718476085432e-7,expExc
20th < 2030,usa < alabama,usa < florida,power,1.9083718476085432e-7,expExc
20th < 2025,usa < alabama,usa < georgia,power,8.108768362458042e-8,expExc
20th < 2030,usa < alabama,usa < georgia,power,8.108768362458042e-8,expExc
20th < 2025,usa < alabama,usa < mississippi,power,7.924787649650141e-8,expExc
20th < 2030,usa < alabama,usa < mississippi,power,7.924787649650141e-8,expExc
20th < 2025,usa < alabama,usa < tennessee,power,9.556798833792661e-8,expExc
20th < 2030,usa < alabama,usa < tennessee,power,9.556798833792661e-8,expExc
20th < 2025,usa < arizona,usa < california,power,6.789783670748988,expExc
20th < 2030,usa < arizona,usa < california,power,6.789783670748988,expExc
20th < 2025,usa < arizona,usa < colorado,power,2.1097219275691166e-7,expExc
20th < 2030,usa < arizona,usa < colorado,power,2.1097219275691166e-7,expExc
20th < 2025,usa < arizona,usa < nevada,power,4.091305332718512e-8,expExc
20th < 2030,usa < arizona,usa < nevada,power,4.091305332718512e-8,expExc
20th < 2025,usa < arizona,usa < newMexico,power,6.192957242280312e-8,expExc
20th < 2030,usa < arizona,usa < newMexico,power,6.192957242280312e-8,expExc
20th < 2025,usa < arizona,usa < utah,power,5.367053963310641e-8,expExc
20th < 2030,usa < arizona,usa < utah,power,5.367053963310641e-8,expExc
20th < 2025,usa < arkansas,usa < louisiana,power,8.342542565780723e-8,expExc
20th < 2030,usa < arkansas,usa < louisiana,power,8.342542565780723e-8,expExc
20th < 2025,usa < arkansas,usa < mississippi,power,1.0634003916313974e-7,expExc
20th < 2030,usa < arkansas,usa < mississippi,power,1.0634003916313974e-7,expExc
20th < 2025,usa < arkansas,usa < missouri,power,2.5284848887907947e-8,expExc
20th < 2030,usa < arkansas,usa < missouri,power,2.5284848887907947e-8,expExc
20th < 2025,usa < arkansas,usa < oklahoma,power,9.900027638637246e-8,expExc
20th < 2030,usa < arkansas,usa < oklahoma,power,9.900027638637246e-8,expExc
20th < 2025,usa < arkansas,usa < tennessee,power,7.863301455342501e-8,expExc
20th < 2030,usa < arkansas,usa < tennessee,power,7.863301455342501e-8,expExc
20th < 2025,usa < arkansas,usa < texas,power,2.984960898791453e-7,expExc
20th < 2030,usa < arkansas,usa < texas,power,2.984960898791453e-7,expExc
20th < 2025,usa < california,usa < nevada,power,1.3425820113543399e-6,expExc
20th < 2030,usa < california,usa < nevada,power,1.3425820113543399e-6,expExc
20th < 2025,usa < california,usa < oregon,power,1.734671436838614,expExc
20th < 2030,usa < california,usa < oregon,power,1.734671436838614,expExc
20th < 2025,usa < california,usa < utah,power,3.0979273918056393e-6,expExc
