timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
10th < 2015,mexico < noroeste,mexico < norte,power,0.46936031336553896,expExc
10th < 2020,mexico < noroeste,mexico < norte,power,0.46936031336553896,expExc
10th < 2015,mexico < noroeste,mexico < occidental,power,4.765390370214598,expExc
10th < 2020,mexico < noroeste,mexico < occidental,power,4.765390370214598,expExc
10th < 2015,mexico < norte,mexico < occidental,power,5.362656323976531e-6,expExc
10th < 2020,mexico < norte,mexico < occidental,power,5.362656323976531e-6,expExc
10th < 2015,mexico < occidental,mexico < oriental,power,0.21080095966423099,expExc
10th < 2020,mexico < occidental,mexico < oriental,power,0.21080095966423099,expExc
10th < 2015,mexico < oriental,mexico < peninsular,power,0.40712676229428807,expExc
10th < 2020,mexico < oriental,mexico < peninsular,power,0.40712676229428807,expExc
10th < 2015,usa < alabama,usa < florida,power,1.1755584979754257,expExc
10th < 2020,usa < alabama,usa < florida,power,1.1755584979754257,expExc
10th < 2015,usa < alabama,usa < georgia,power,5.364090703851318e-8,expExc
10th < 2020,usa < alabama,usa < georgia,power,5.364090703851318e-8,expExc
10th < 2015,usa < alabama,usa < mississippi,power,6.016223655883156e-8,expExc
10th < 2020,usa < alabama,usa < mississippi,power,6.016223655883156e-8,expExc
10th < 2015,usa < alabama,usa < tennessee,power,1.1651078994730183e-7,expExc
10th < 2020,usa < alabama,usa < tennessee,power,1.1651078994730183e-7,expExc
10th < 2015,usa < arizona,usa < california,power,2.641295542908159,expExc
10th < 2020,usa < arizona,usa < california,power,2.641295542908159,expExc
10th < 2015,usa < arizona,usa < colorado,power,0.7201847801531592,expExc
10th < 2020,usa < arizona,usa < colorado,power,0.7201847801531592,expExc
10th < 2015,usa < arizona,usa < nevada,power,1.5976654501018872e-7,expExc
10th < 2020,usa < arizona,usa < nevada,power,1.5976654501018872e-7,expExc
10th < 2015,usa < arizona,usa < newMexico,power,3.045812332755886,expExc
10th < 2020,usa < arizona,usa < newMexico,power,3.045812332755886,expExc
10th < 2015,usa < arizona,usa < utah,power,3.2039485127889946e-7,expExc
10th < 2020,usa < arizona,usa < utah,power,3.2039485127889946e-7,expExc
10th < 2015,usa < arkansas,usa < louisiana,power,4.47560061416109e-8,expExc
10th < 2020,usa < arkansas,usa < louisiana,power,4.47560061416109e-8,expExc
10th < 2015,usa < arkansas,usa < mississippi,power,5.968953361616099e-8,expExc
10th < 2020,usa < arkansas,usa < mississippi,power,5.968953361616099e-8,expExc
10th < 2015,usa < arkansas,usa < missouri,power,0.39847967437060366,expExc
10th < 2020,usa < arkansas,usa < missouri,power,0.39847967437060366,expExc
10th < 2015,usa < arkansas,usa < oklahoma,power,9.120986613542969e-8,expExc
10th < 2020,usa < arkansas,usa < oklahoma,power,9.120986613542969e-8,expExc
10th < 2015,usa < arkansas,usa < tennessee,power,7.024027519467386e-8,expExc
10th < 2020,usa < arkansas,usa < tennessee,power,7.024027519467386e-8,expExc
10th < 2015,usa < arkansas,usa < texas,power,7.23518699026455e-8,expExc
10th < 2020,usa < arkansas,usa < texas,power,7.23518699026455e-8,expExc
10th < 2015,usa < california,usa < nevada,power,5.9219313910145995e-6,expExc
10th < 2020,usa < california,usa < nevada,power,5.9219313910145995e-6,expExc
10th < 2015,usa < california,usa < oregon,power,4.566289165229199,expExc
10th < 2020,usa < california,usa < oregon,power,4.566289165229199,expExc
10th < 2015,usa < california,usa < utah,power,6.608923336151861,expExc
10th < 2020,usa < california,usa < utah,power,6.608923336151861,expExc
10th < 2015,usa < colorado,usa < kansas,power,3.459299959058819e-7,expExc
10th < 2020,usa < colorado,usa < kansas,power,3.459299959058819e-7,expExc
10th < 2015,usa < colorado,usa < nebraska,power,0.9159297710943504,expExc
10th < 2020,usa < colorado,usa < nebraska,power,0.9159297710943504,expExc
10th < 2015,usa < colorado,usa < newMexico,power,1.1281231886807023e-7,expExc
10th < 2020,usa < colorado,usa < newMexico,power,1.1281231886807023e-7,expExc
10th < 2015,usa < colorado,usa < oklahoma,power,2.4193559560487263,expExc
10th < 2020,usa < colorado,usa < oklahoma,power,2.4193559560487263,expExc
10th < 2015,usa < colorado,usa < utah,power,0.2636928377571363,expExc
10th < 2020,usa < colorado,usa < utah,power,0.2636928377571363,expExc
10th < 2015,usa < colorado,usa < wyoming,power,7.102484210333918e-7,expExc
10th < 2020,usa < colorado,usa < wyoming,power,7.102484210333918e-7,expExc
10th < 2015,usa < connecticut,usa < massachusetts,power,5.692951472380442e-8,expExc
10th < 2020,usa < connecticut,usa < massachusetts,power,5.692951472380442e-8,expExc
10th < 2015,usa < connecticut,usa < newYork,power,5.460773323333867e-8,expExc
10th < 2020,usa < connecticut,usa < newYork,power,5.460773323333867e-8,expExc
10th < 2015,usa < connecticut,usa < rhodeIsland,power,5.5013070716339734e-8,expExc
10th < 2020,usa < connecticut,usa < rhodeIsland,power,5.5013070716339734e-8,expExc
10th < 2015,usa < delaware,usa < maryland,power,1.767986780216949,expExc
10th < 2020,usa < delaware,usa < maryland,power,1.767986780216949,expExc
10th < 2015,usa < delaware,usa < newJersey,power,0.020837891966605022,expExc
10th < 2020,usa < delaware,usa < newJersey,power,0.020837891966605022,expExc
10th < 2015,usa < delaware,usa < pennsylvania,power,0.6037581045649512,expExc
10th < 2020,usa < delaware,usa < pennsylvania,power,0.6037581045649512,expExc
10th < 2015,usa < florida,usa < georgia,power,0.46750829898922397,expExc
10th < 2020,usa < florida,usa < georgia,power,0.46750829898922397,expExc
10th < 2015,usa < georgia,usa < northCarolina,power,1.3881746490985567e-7,expExc
10th < 2020,usa < georgia,usa < northCarolina,power,1.3881746490985567e-7,expExc
10th < 2015,usa < georgia,usa < southCarolina,power,7.744196291724262e-8,expExc
10th < 2020,usa < georgia,usa < southCarolina,power,7.744196291724262e-8,expExc
10th < 2015,usa < georgia,usa < tennessee,power,1.2711961975335506e-7,expExc
10th < 2020,usa < georgia,usa < tennessee,power,1.2711961975335506e-7,expExc
10th < 2015,usa < idaho,usa < montana,power,3.769923767955644e-8,expExc
10th < 2020,usa < idaho,usa < montana,power,3.769923767955644e-8,expExc
10th < 2015,usa < idaho,usa < nevada,power,2.2425657436801822,expExc
10th < 2020,usa < idaho,usa < nevada,power,2.2425657436801822,expExc
10th < 2015,usa < idaho,usa < oregon,power,5.675021000236939e-6,expExc
10th < 2020,usa < idaho,usa < oregon,power,5.675021000236939e-6,expExc
10th < 2015,usa < idaho,usa < utah,power,7.353632596181656e-6,expExc
10th < 2020,usa < idaho,usa < utah,power,7.353632596181656e-6,expExc
10th < 2015,usa < idaho,usa < washington,power,3.029210449052672e-8,expExc
10th < 2020,usa < idaho,usa < washington,power,3.029210449052672e-8,expExc
10th < 2015,usa < idaho,usa < wyoming,power,5.142149636694609e-8,expExc
10th < 2020,usa < idaho,usa < wyoming,power,5.142149636694609e-8,expExc
10th < 2015,usa < illinois,usa < indiana,power,3.660143116670576e-8,expExc
10th < 2020,usa < illinois,usa < indiana,power,3.660143116670576e-8,expExc
10th < 2015,usa < illinois,usa < iowa,power,1.3319160378102008e-7,expExc
10th < 2020,usa < illinois,usa < iowa,power,1.3319160378102008e-7,expExc
10th < 2015,usa < illinois,usa < kentucky,power,0.01906775672891438,expExc
10th < 2020,usa < illinois,usa < kentucky,power,0.01906775672891438,expExc
10th < 2015,usa < illinois,usa < michigan,power,3.6491747609615404e-6,expExc
10th < 2020,usa < illinois,usa < michigan,power,3.6491747609615404e-6,expExc
10th < 2015,usa < illinois,usa < missouri,power,2.466396868803124,expExc
10th < 2020,usa < illinois,usa < missouri,power,2.466396868803124,expExc
10th < 2015,usa < illinois,usa < wisconsin,power,5.942526724119621e-8,expExc
10th < 2020,usa < illinois,usa < wisconsin,power,5.942526724119621e-8,expExc
10th < 2015,usa < indiana,usa < kentucky,power,0.8020329293421563,expExc
10th < 2020,usa < indiana,usa < kentucky,power,0.8020329293421563,expExc
10th < 2015,usa < indiana,usa < michigan,power,5.111985772999709e-8,expExc
10th < 2020,usa < indiana,usa < michigan,power,5.111985772999709e-8,expExc
10th < 2015,usa < indiana,usa < ohio,power,5.053593912406366e-8,expExc
10th < 2020,usa < indiana,usa < ohio,power,5.053593912406366e-8,expExc
10th < 2015,usa < iowa,usa < minnesota,power,9.466209389211588e-8,expExc
10th < 2020,usa < iowa,usa < minnesota,power,9.466209389211588e-8,expExc
10th < 2015,usa < iowa,usa < missouri,power,1.8600512583406823e-5,expExc
10th < 2020,usa < iowa,usa < missouri,power,1.8600512583406823e-5,expExc
10th < 2015,usa < iowa,usa < nebraska,power,2.556227014097304e-8,expExc
10th < 2020,usa < iowa,usa < nebraska,power,2.556227014097304e-8,expExc
10th < 2015,usa < iowa,usa < southDakota,power,9.875472105811064e-8,expExc
10th < 2020,usa < iowa,usa < southDakota,power,9.875472105811064e-8,expExc
10th < 2015,usa < iowa,usa < wisconsin,power,1.8793431485413965e-7,expExc
10th < 2020,usa < iowa,usa < wisconsin,power,1.8793431485413965e-7,expExc
10th < 2015,usa < kansas,usa < missouri,power,5.529973743953045e-8,expExc
10th < 2020,usa < kansas,usa < missouri,power,5.529973743953045e-8,expExc
10th < 2015,usa < kansas,usa < nebraska,power,1.4329271013968342e-5,expExc
10th < 2020,usa < kansas,usa < nebraska,power,1.4329271013968342e-5,expExc
10th < 2015,usa < kansas,usa < oklahoma,power,0.6011998096151006,expExc
10th < 2020,usa < kansas,usa < oklahoma,power,0.6011998096151006,expExc
10th < 2015,usa < kentucky,usa < missouri,power,3.7453239809961126e-6,expExc
10th < 2020,usa < kentucky,usa < missouri,power,3.7453239809961126e-6,expExc
10th < 2015,usa < kentucky,usa < ohio,power,1.581206008297188,expExc
10th < 2020,usa < kentucky,usa < ohio,power,1.581206008297188,expExc
10th < 2015,usa < kentucky,usa < tennessee,power,3.152138115153601e-7,expExc
10th < 2020,usa < kentucky,usa < tennessee,power,3.152138115153601e-7,expExc
10th < 2015,usa < kentucky,usa < virginia,power,5.965522471190806e-8,expExc
10th < 2020,usa < kentucky,usa < virginia,power,5.965522471190806e-8,expExc
10th < 2015,usa < kentucky,usa < westVirginia,power,4.8370925722497435e-8,expExc
10th < 2020,usa < kentucky,usa < westVirginia,power,4.8370925722497435e-8,expExc
10th < 2015,usa < louisiana,usa < mississippi,power,4.0631161797498054e-8,expExc
10th < 2020,usa < louisiana,usa < mississippi,power,4.0631161797498054e-8,expExc
10th < 2015,usa < louisiana,usa < texas,power,4.36631177154344e-8,expExc
10th < 2020,usa < louisiana,usa < texas,power,4.36631177154344e-8,expExc
10th < 2015,usa < maine,usa < newHampshire,power,7.287752390048303e-8,expExc
10th < 2020,usa < maine,usa < newHampshire,power,7.287752390048303e-8,expExc
10th < 2015,usa < maryland,usa < pennsylvania,power,6.406934738983028e-8,expExc
10th < 2020,usa < maryland,usa < pennsylvania,power,6.406934738983028e-8,expExc
10th < 2015,usa < maryland,usa < virginia,power,6.318058997817075e-8,expExc
10th < 2020,usa < maryland,usa < virginia,power,6.318058997817075e-8,expExc
10th < 2015,usa < maryland,usa < westVirginia,power,5.7791215062996014e-8,expExc
10th < 2020,usa < maryland,usa < westVirginia,power,5.7791215062996014e-8,expExc
10th < 2015,usa < massachusetts,usa < newHampshire,power,4.777336794416617e-8,expExc
10th < 2020,usa < massachusetts,usa < newHampshire,power,4.777336794416617e-8,expExc
10th < 2015,usa < massachusetts,usa < newYork,power,4.8219919774406835e-8,expExc
10th < 2020,usa < massachusetts,usa < newYork,power,4.8219919774406835e-8,expExc
10th < 2015,usa < massachusetts,usa < rhodeIsland,power,5.069601578966623e-8,expExc
10th < 2020,usa < massachusetts,usa < rhodeIsland,power,5.069601578966623e-8,expExc
10th < 2015,usa < massachusetts,usa < vermont,power,4.407403337048751e-8,expExc
10th < 2020,usa < massachusetts,usa < vermont,power,4.407403337048751e-8,expExc
10th < 2015,usa < michigan,usa < ohio,power,6.112788049243242e-8,expExc
10th < 2020,usa < michigan,usa < ohio,power,6.112788049243242e-8,expExc
10th < 2015,usa < michigan,usa < wisconsin,power,5.549373131215702e-8,expExc
10th < 2020,usa < michigan,usa < wisconsin,power,5.549373131215702e-8,expExc
10th < 2015,usa < minnesota,usa < northDakota,power,4.3746299611748754e-8,expExc
10th < 2020,usa < minnesota,usa < northDakota,power,4.3746299611748754e-8,expExc
10th < 2015,usa < minnesota,usa < southDakota,power,5.5993333044525194e-8,expExc
10th < 2020,usa < minnesota,usa < southDakota,power,5.5993333044525194e-8,expExc
10th < 2015,usa < minnesota,usa < wisconsin,power,7.622774604426527e-8,expExc
10th < 2020,usa < minnesota,usa < wisconsin,power,7.622774604426527e-8,expExc
10th < 2015,usa < mississippi,usa < tennessee,power,8.361010512577271e-8,expExc
10th < 2020,usa < mississippi,usa < tennessee,power,8.361010512577271e-8,expExc
10th < 2015,usa < missouri,usa < nebraska,power,1.2803163912216805e-5,expExc
10th < 2020,usa < missouri,usa < nebraska,power,1.2803163912216805e-5,expExc
10th < 2015,usa < missouri,usa < oklahoma,power,1.213086310880201,expExc
10th < 2020,usa < missouri,usa < oklahoma,power,1.213086310880201,expExc
10th < 2015,usa < missouri,usa < tennessee,power,7.016600198138561e-7,expExc
10th < 2020,usa < missouri,usa < tennessee,power,7.016600198138561e-7,expExc
10th < 2015,usa < montana,usa < northDakota,power,1.280698905463715e-7,expExc
10th < 2020,usa < montana,usa < northDakota,power,1.280698905463715e-7,expExc
10th < 2015,usa < montana,usa < southDakota,power,7.77163325444268e-6,expExc
10th < 2020,usa < montana,usa < southDakota,power,7.77163325444268e-6,expExc
10th < 2015,usa < montana,usa < wyoming,power,6.275026699526663e-8,expExc
10th < 2020,usa < montana,usa < wyoming,power,6.275026699526663e-8,expExc
10th < 2015,usa < nebraska,usa < southDakota,power,6.830861729004121e-8,expExc
10th < 2020,usa < nebraska,usa < southDakota,power,6.830861729004121e-8,expExc
10th < 2015,usa < nebraska,usa < wyoming,power,5.949993543736862e-7,expExc
10th < 2020,usa < nebraska,usa < wyoming,power,5.949993543736862e-7,expExc
10th < 2015,usa < nevada,usa < oregon,power,5.9804435243558625e-6,expExc
10th < 2020,usa < nevada,usa < oregon,power,5.9804435243558625e-6,expExc
10th < 2015,usa < nevada,usa < utah,power,5.306614483070767e-8,expExc
10th < 2020,usa < nevada,usa < utah,power,5.306614483070767e-8,expExc
10th < 2015,usa < newHampshire,usa < vermont,power,5.040524048713549e-8,expExc
10th < 2020,usa < newHampshire,usa < vermont,power,5.040524048713549e-8,expExc
10th < 2015,usa < newJersey,usa < newYork,power,0.8691290440883004,expExc
10th < 2020,usa < newJersey,usa < newYork,power,0.8691290440883004,expExc
10th < 2015,usa < newJersey,usa < pennsylvania,power,2.064745777363311e-8,expExc
10th < 2020,usa < newJersey,usa < pennsylvania,power,2.064745777363311e-8,expExc
10th < 2015,usa < newMexico,usa < oklahoma,power,7.613167687107574e-5,expExc
10th < 2020,usa < newMexico,usa < oklahoma,power,7.613167687107574e-5,expExc
10th < 2015,usa < newMexico,usa < texas,power,8.801523227513515,expExc
10th < 2020,usa < newMexico,usa < texas,power,8.801523227513515,expExc
10th < 2015,usa < newMexico,usa < utah,power,3.8476050939498796,expExc
10th < 2020,usa < newMexico,usa < utah,power,3.8476050939498796,expExc
10th < 2015,usa < newYork,usa < pennsylvania,power,1.016378094937305,expExc
10th < 2020,usa < newYork,usa < pennsylvania,power,1.016378094937305,expExc
10th < 2015,usa < newYork,usa < rhodeIsland,power,3.462762567486242e-6,expExc
10th < 2020,usa < newYork,usa < rhodeIsland,power,3.462762567486242e-6,expExc
10th < 2015,usa < newYork,usa < vermont,power,5.6175181357282514e-8,expExc
10th < 2020,usa < newYork,usa < vermont,power,5.6175181357282514e-8,expExc
10th < 2015,usa < northCarolina,usa < southCarolina,power,2.1943030495178028e-8,expExc
10th < 2020,usa < northCarolina,usa < southCarolina,power,2.1943030495178028e-8,expExc
10th < 2015,usa < northCarolina,usa < tennessee,power,6.513646162409143e-8,expExc
10th < 2020,usa < northCarolina,usa < tennessee,power,6.513646162409143e-8,expExc
10th < 2015,usa < northCarolina,usa < virginia,power,6.359032321447391e-7,expExc
10th < 2020,usa < northCarolina,usa < virginia,power,6.359032321447391e-7,expExc
10th < 2015,usa < northDakota,usa < southDakota,power,4.400887417432092e-8,expExc
10th < 2020,usa < northDakota,usa < southDakota,power,4.400887417432092e-8,expExc
10th < 2015,usa < ohio,usa < pennsylvania,power,7.033150933801436e-7,expExc
10th < 2020,usa < ohio,usa < pennsylvania,power,7.033150933801436e-7,expExc
10th < 2015,usa < ohio,usa < westVirginia,power,1.4859904152406136,expExc
10th < 2020,usa < ohio,usa < westVirginia,power,1.4859904152406136,expExc
10th < 2015,usa < oklahoma,usa < texas,power,1.3791548213597595e-7,expExc
10th < 2020,usa < oklahoma,usa < texas,power,1.3791548213597595e-7,expExc
10th < 2015,usa < oregon,usa < washington,power,4.28591092841582e-6,expExc
10th < 2020,usa < oregon,usa < washington,power,4.28591092841582e-6,expExc
10th < 2015,usa < pennsylvania,usa < westVirginia,power,8.644541081418129e-8,expExc
10th < 2020,usa < pennsylvania,usa < westVirginia,power,8.644541081418129e-8,expExc
10th < 2015,usa < southDakota,usa < wyoming,power,8.004735492569432e-8,expExc
10th < 2020,usa < southDakota,usa < wyoming,power,8.004735492569432e-8,expExc
10th < 2015,usa < tennessee,usa < virginia,power,7.75546504818268e-7,expExc
10th < 2020,usa < tennessee,usa < virginia,power,7.75546504818268e-7,expExc
10th < 2015,usa < utah,usa < wyoming,power,1.3128095451836326,expExc
10th < 2020,usa < utah,usa < wyoming,power,1.3128095451836326,expExc
10th < 2015,usa < virginia,usa < westVirginia,power,2.1033653927830358e-8,expExc
10th < 2020,usa < virginia,usa < westVirginia,power,2.1033653927830358e-8,expExc
20th < 2025,canada < canada_,usa < idaho,power,3.236250176378757e-8,expExc
20th < 2030,canada < canada_,usa < idaho,power,3.236250176378757e-8,expExc
20th < 2025,canada < canada_,usa < maine,power,6.528456212089452e-8,expExc
20th < 2030,canada < canada_,usa < maine,power,6.528456212089452e-8,expExc
20th < 2025,canada < canada_,usa < michigan,power,9.233328072572042e-8,expExc
20th < 2030,canada < canada_,usa < michigan,power,9.233328072572042e-8,expExc
20th < 2025,canada < canada_,usa < minnesota,power,5.1675744684043086e-8,expExc
20th < 2030,canada < canada_,usa < minnesota,power,5.1675744684043086e-8,expExc
20th < 2025,canada < canada_,usa < montana,power,3.1209100779012976e-8,expExc
20th < 2030,canada < canada_,usa < montana,power,3.1209100779012976e-8,expExc
20th < 2025,canada < canada_,usa < newHampshire,power,7.642545092160331e-8,expExc
20th < 2030,canada < canada_,usa < newHampshire,power,7.642545092160331e-8,expExc
20th < 2025,canada < canada_,usa < newYork,power,6.785036972164881e-8,expExc
20th < 2030,canada < canada_,usa < newYork,power,6.785036972164881e-8,expExc
20th < 2025,canada < canada_,usa < northDakota,power,4.8736887820674204e-8,expExc
20th < 2030,canada < canada_,usa < northDakota,power,4.8736887820674204e-8,expExc
20th < 2025,canada < canada_,usa < ohio,power,5.646686718410712e-8,expExc
20th < 2030,canada < canada_,usa < ohio,power,5.646686718410712e-8,expExc
20th < 2025,canada < canada_,usa < vermont,power,6.395731353273962e-8,expExc
20th < 2030,canada < canada_,usa < vermont,power,6.395731353273962e-8,expExc
20th < 2025,canada < canada_,usa < washington,power,3.0918051077840494e-8,expExc
20th < 2030,canada < canada_,usa < washington,power,3.0918051077840494e-8,expExc
20th < 2025,canada < canada_,usa < wisconsin,power,8.943239768450241e-8,expExc
20th < 2030,canada < canada_,usa < wisconsin,power,8.943239768450241e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,3.164023606897741e-8,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,3.164023606897741e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,power,40.34587956276993,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,power,40.34587956276993,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,power,34.43508065777411,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,power,34.43508065777411,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,power,7.224490425393545e-7,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,power,7.224490425393545e-7,expExc
20th < 2025,mexico < central,mexico < occidental,power,0.7113144972598078,expExc
20th < 2030,mexico < central,mexico < occidental,power,0.7113144972598078,expExc
20th < 2025,mexico < central,mexico < oriental,power,9.261946562021405,expExc
20th < 2030,mexico < central,mexico < oriental,power,9.261946562021405,expExc
20th < 2025,mexico < noreste,mexico < norte,power,4.344420064793075,expExc
20th < 2030,mexico < noreste,mexico < norte,power,4.344420064793075,expExc
20th < 2025,mexico < noreste,mexico < occidental,power,1.0127866923439557,expExc
20th < 2030,mexico < noreste,mexico < occidental,power,1.0127866923439557,expExc
20th < 2025,mexico < noreste,mexico < oriental,power,5.978612266295196,expExc
20th < 2030,mexico < noreste,mexico < oriental,power,5.978612266295196,expExc
20th < 2025,mexico < noroeste,mexico < norte,power,4.4231886615886875,expExc
20th < 2030,mexico < noroeste,mexico < norte,power,4.4231886615886875,expExc
20th < 2025,mexico < noroeste,mexico < occidental,power,37.58337220211103,expExc
20th < 2030,mexico < noroeste,mexico < occidental,power,37.58337220211103,expExc
20th < 2025,mexico < norte,mexico < occidental,power,1.130838224092005e-7,expExc
20th < 2030,mexico < norte,mexico < occidental,power,1.130838224092005e-7,expExc
20th < 2025,mexico < occidental,mexico < oriental,power,40.683375135212955,expExc
20th < 2030,mexico < occidental,mexico < oriental,power,40.683375135212955,expExc
20th < 2025,mexico < oriental,mexico < peninsular,power,0.8221814486608869,expExc
20th < 2030,mexico < oriental,mexico < peninsular,power,0.8221814486608869,expExc
20th < 2025,usa < alabama,usa < florida,power,2.5047538430052733e-7,expExc
20th < 2030,usa < alabama,usa < florida,power,2.5047538430052733e-7,expExc
20th < 2025,usa < alabama,usa < georgia,power,8.451661090140058e-8,expExc
20th < 2030,usa < alabama,usa < georgia,power,8.451661090140058e-8,expExc
20th < 2025,usa < alabama,usa < mississippi,power,8.204328903219912e-8,expExc
20th < 2030,usa < alabama,usa < mississippi,power,8.204328903219912e-8,expExc
20th < 2025,usa < alabama,usa < tennessee,power,8.156572750367002e-8,expExc
20th < 2030,usa < alabama,usa < tennessee,power,8.156572750367002e-8,expExc
20th < 2025,usa < arizona,usa < california,power,6.792941778311113,expExc
20th < 2030,usa < arizona,usa < california,power,6.792941778311113,expExc
20th < 2025,usa < arizona,usa < colorado,power,2.5528692882614933e-7,expExc
20th < 2030,usa < arizona,usa < colorado,power,2.5528692882614933e-7,expExc
20th < 2025,usa < arizona,usa < nevada,power,4.016549624131705e-8,expExc
20th < 2030,usa < arizona,usa < nevada,power,4.016549624131705e-8,expExc
20th < 2025,usa < arizona,usa < newMexico,power,5.827684098104933e-8,expExc
20th < 2030,usa < arizona,usa < newMexico,power,5.827684098104933e-8,expExc
20th < 2025,usa < arizona,usa < utah,power,6.396731027292992e-8,expExc
20th < 2030,usa < arizona,usa < utah,power,6.396731027292992e-8,expExc
20th < 2025,usa < arkansas,usa < louisiana,power,6.976157425974832e-8,expExc
20th < 2030,usa < arkansas,usa < louisiana,power,6.976157425974832e-8,expExc
20th < 2025,usa < arkansas,usa < mississippi,power,1.2914809537942223e-7,expExc
20th < 2030,usa < arkansas,usa < mississippi,power,1.2914809537942223e-7,expExc
20th < 2025,usa < arkansas,usa < missouri,power,2.352761798432246e-8,expExc
20th < 2030,usa < arkansas,usa < missouri,power,2.352761798432246e-8,expExc
20th < 2025,usa < arkansas,usa < oklahoma,power,1.1213124393491866e-7,expExc
20th < 2030,usa < arkansas,usa < oklahoma,power,1.1213124393491866e-7,expExc
20th < 2025,usa < arkansas,usa < tennessee,power,8.251267609658912e-8,expExc
20th < 2030,usa < arkansas,usa < tennessee,power,8.251267609658912e-8,expExc
20th < 2025,usa < arkansas,usa < texas,power,3.68475974878496e-7,expExc
20th < 2030,usa < arkansas,usa < texas,power,3.68475974878496e-7,expExc
20th < 2025,usa < california,usa < nevada,power,1.6747163935758195e-6,expExc
20th < 2030,usa < california,usa < nevada,power,1.6747163935758195e-6,expExc
20th < 2025,usa < california,usa < oregon,power,1.7346710530481806,expExc
20th < 2030,usa < california,usa < oregon,power,1.7346710530481806,expExc
20th < 2025,usa < california,usa < utah,power,3.965622777427428e-6,expExc
