timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
10th < 2020,usa < illinois,usa < missouri,power,2.4667530396540807,expExc
10th < 2015,usa < illinois,usa < wisconsin,power,5.1125772451811627e-8,expExc
10th < 2020,usa < illinois,usa < wisconsin,power,5.1125772451811627e-8,expExc
10th < 2015,usa < indiana,usa < kentucky,power,0.7919574643192488,expExc
10th < 2020,usa < indiana,usa < kentucky,power,0.7919574643192488,expExc
10th < 2015,usa < indiana,usa < michigan,power,4.403928759579323e-8,expExc
10th < 2020,usa < indiana,usa < michigan,power,4.403928759579323e-8,expExc
10th < 2015,usa < indiana,usa < ohio,power,3.9890401024327826e-8,expExc
10th < 2020,usa < indiana,usa < ohio,power,3.9890401024327826e-8,expExc
10th < 2015,usa < iowa,usa < minnesota,power,8.686118486008249e-8,expExc
10th < 2020,usa < iowa,usa < minnesota,power,8.686118486008249e-8,expExc
10th < 2015,usa < iowa,usa < missouri,power,1.0469423135448791e-5,expExc
10th < 2020,usa < iowa,usa < missouri,power,1.0469423135448791e-5,expExc
10th < 2015,usa < iowa,usa < nebraska,power,3.770167142123463e-8,expExc
10th < 2020,usa < iowa,usa < nebraska,power,3.770167142123463e-8,expExc
10th < 2015,usa < iowa,usa < southDakota,power,8.879341250629382e-8,expExc
10th < 2020,usa < iowa,usa < southDakota,power,8.879341250629382e-8,expExc
10th < 2015,usa < iowa,usa < wisconsin,power,1.0698148877498805e-7,expExc
10th < 2020,usa < iowa,usa < wisconsin,power,1.0698148877498805e-7,expExc
10th < 2015,usa < kansas,usa < missouri,power,5.37342580962845e-8,expExc
10th < 2020,usa < kansas,usa < missouri,power,5.37342580962845e-8,expExc
10th < 2015,usa < kansas,usa < nebraska,power,1.0798192153912184e-5,expExc
10th < 2020,usa < kansas,usa < nebraska,power,1.0798192153912184e-5,expExc
10th < 2015,usa < kansas,usa < oklahoma,power,0.5805599377360737,expExc
10th < 2020,usa < kansas,usa < oklahoma,power,0.5805599377360737,expExc
10th < 2015,usa < kentucky,usa < missouri,power,3.3808424267945417e-6,expExc
10th < 2020,usa < kentucky,usa < missouri,power,3.3808424267945417e-6,expExc
10th < 2015,usa < kentucky,usa < ohio,power,1.5857254267325935,expExc
10th < 2020,usa < kentucky,usa < ohio,power,1.5857254267325935,expExc
10th < 2015,usa < kentucky,usa < tennessee,power,3.933147796280089e-7,expExc
10th < 2020,usa < kentucky,usa < tennessee,power,3.933147796280089e-7,expExc
10th < 2015,usa < kentucky,usa < virginia,power,4.990893015400264e-8,expExc
10th < 2020,usa < kentucky,usa < virginia,power,4.990893015400264e-8,expExc
10th < 2015,usa < kentucky,usa < westVirginia,power,4.6635835058342066e-8,expExc
10th < 2020,usa < kentucky,usa < westVirginia,power,4.6635835058342066e-8,expExc
10th < 2015,usa < louisiana,usa < mississippi,power,3.787374737410121e-8,expExc
10th < 2020,usa < louisiana,usa < mississippi,power,3.787374737410121e-8,expExc
10th < 2015,usa < louisiana,usa < texas,power,4.43157460497064e-8,expExc
10th < 2020,usa < louisiana,usa < texas,power,4.43157460497064e-8,expExc
10th < 2015,usa < maine,usa < newHampshire,power,6.645014435590208e-8,expExc
10th < 2020,usa < maine,usa < newHampshire,power,6.645014435590208e-8,expExc
10th < 2015,usa < maryland,usa < pennsylvania,power,4.440797513307499e-8,expExc
10th < 2020,usa < maryland,usa < pennsylvania,power,4.440797513307499e-8,expExc
10th < 2015,usa < maryland,usa < virginia,power,5.439647407696245e-8,expExc
10th < 2020,usa < maryland,usa < virginia,power,5.439647407696245e-8,expExc
10th < 2015,usa < maryland,usa < westVirginia,power,5.5824308233968833e-8,expExc
10th < 2020,usa < maryland,usa < westVirginia,power,5.5824308233968833e-8,expExc
10th < 2015,usa < massachusetts,usa < newHampshire,power,4.415935265084589e-8,expExc
10th < 2020,usa < massachusetts,usa < newHampshire,power,4.415935265084589e-8,expExc
10th < 2015,usa < massachusetts,usa < newYork,power,5.105870660317503e-8,expExc
10th < 2020,usa < massachusetts,usa < newYork,power,5.105870660317503e-8,expExc
10th < 2015,usa < massachusetts,usa < rhodeIsland,power,4.700789770215854e-8,expExc
10th < 2020,usa < massachusetts,usa < rhodeIsland,power,4.700789770215854e-8,expExc
10th < 2015,usa < massachusetts,usa < vermont,power,4.2223491260039043e-8,expExc
10th < 2020,usa < massachusetts,usa < vermont,power,4.2223491260039043e-8,expExc
10th < 2015,usa < michigan,usa < ohio,power,4.9571216769044894e-8,expExc
10th < 2020,usa < michigan,usa < ohio,power,4.9571216769044894e-8,expExc
10th < 2015,usa < michigan,usa < wisconsin,power,5.99385468346895e-8,expExc
10th < 2020,usa < michigan,usa < wisconsin,power,5.99385468346895e-8,expExc
10th < 2015,usa < minnesota,usa < northDakota,power,4.59489577808036e-8,expExc
10th < 2020,usa < minnesota,usa < northDakota,power,4.59489577808036e-8,expExc
10th < 2015,usa < minnesota,usa < southDakota,power,7.043745682411915e-8,expExc
10th < 2020,usa < minnesota,usa < southDakota,power,7.043745682411915e-8,expExc
10th < 2015,usa < minnesota,usa < wisconsin,power,7.096522344274576e-8,expExc
10th < 2020,usa < minnesota,usa < wisconsin,power,7.096522344274576e-8,expExc
10th < 2015,usa < mississippi,usa < tennessee,power,8.33167374440128e-8,expExc
10th < 2020,usa < mississippi,usa < tennessee,power,8.33167374440128e-8,expExc
10th < 2015,usa < missouri,usa < nebraska,power,1.0837851869942196e-5,expExc
10th < 2020,usa < missouri,usa < nebraska,power,1.0837851869942196e-5,expExc
10th < 2015,usa < missouri,usa < oklahoma,power,1.2337270628945336,expExc
10th < 2020,usa < missouri,usa < oklahoma,power,1.2337270628945336,expExc
10th < 2015,usa < missouri,usa < tennessee,power,4.5418260097868666e-7,expExc
10th < 2020,usa < missouri,usa < tennessee,power,4.5418260097868666e-7,expExc
10th < 2015,usa < montana,usa < northDakota,power,1.088791568330256e-7,expExc
10th < 2020,usa < montana,usa < northDakota,power,1.088791568330256e-7,expExc
10th < 2015,usa < montana,usa < southDakota,power,6.069961219963539e-6,expExc
10th < 2020,usa < montana,usa < southDakota,power,6.069961219963539e-6,expExc
10th < 2015,usa < montana,usa < wyoming,power,6.02556578269947e-8,expExc
10th < 2020,usa < montana,usa < wyoming,power,6.02556578269947e-8,expExc
10th < 2015,usa < nebraska,usa < southDakota,power,9.023661534876753e-8,expExc
10th < 2020,usa < nebraska,usa < southDakota,power,9.023661534876753e-8,expExc
10th < 2015,usa < nebraska,usa < wyoming,power,3.0530098837765604e-7,expExc
10th < 2020,usa < nebraska,usa < wyoming,power,3.0530098837765604e-7,expExc
10th < 2015,usa < nevada,usa < oregon,power,5.7743022946986124e-6,expExc
10th < 2020,usa < nevada,usa < oregon,power,5.7743022946986124e-6,expExc
10th < 2015,usa < nevada,usa < utah,power,4.487349994542111e-8,expExc
10th < 2020,usa < nevada,usa < utah,power,4.487349994542111e-8,expExc
10th < 2015,usa < newHampshire,usa < vermont,power,4.809198822064226e-8,expExc
10th < 2020,usa < newHampshire,usa < vermont,power,4.809198822064226e-8,expExc
10th < 2015,usa < newJersey,usa < newYork,power,0.8671491808489944,expExc
10th < 2020,usa < newJersey,usa < newYork,power,0.8671491808489944,expExc
10th < 2015,usa < newJersey,usa < pennsylvania,power,3.5038739783831584e-8,expExc
10th < 2020,usa < newJersey,usa < pennsylvania,power,3.5038739783831584e-8,expExc
10th < 2015,usa < newMexico,usa < oklahoma,power,7.020639508938995e-5,expExc
10th < 2020,usa < newMexico,usa < oklahoma,power,7.020639508938995e-5,expExc
10th < 2015,usa < newMexico,usa < texas,power,8.801589118370083,expExc
10th < 2020,usa < newMexico,usa < texas,power,8.801589118370083,expExc
10th < 2015,usa < newMexico,usa < utah,power,3.736638858513992,expExc
10th < 2020,usa < newMexico,usa < utah,power,3.736638858513992,expExc
10th < 2015,usa < newYork,usa < pennsylvania,power,1.018363799061134,expExc
10th < 2020,usa < newYork,usa < pennsylvania,power,1.018363799061134,expExc
10th < 2015,usa < newYork,usa < rhodeIsland,power,3.1634273470384547e-6,expExc
10th < 2020,usa < newYork,usa < rhodeIsland,power,3.1634273470384547e-6,expExc
10th < 2015,usa < newYork,usa < vermont,power,5.188384515152417e-8,expExc
10th < 2020,usa < newYork,usa < vermont,power,5.188384515152417e-8,expExc
10th < 2015,usa < northCarolina,usa < southCarolina,power,3.099600714531374e-8,expExc
10th < 2020,usa < northCarolina,usa < southCarolina,power,3.099600714531374e-8,expExc
10th < 2015,usa < northCarolina,usa < tennessee,power,5.4193637323840755e-8,expExc
10th < 2020,usa < northCarolina,usa < tennessee,power,5.4193637323840755e-8,expExc
10th < 2015,usa < northCarolina,usa < virginia,power,4.265049502159554e-7,expExc
10th < 2020,usa < northCarolina,usa < virginia,power,4.265049502159554e-7,expExc
10th < 2015,usa < northDakota,usa < southDakota,power,4.184140571325488e-8,expExc
10th < 2020,usa < northDakota,usa < southDakota,power,4.184140571325488e-8,expExc
10th < 2015,usa < ohio,usa < pennsylvania,power,6.417223191360704e-7,expExc
10th < 2020,usa < ohio,usa < pennsylvania,power,6.417223191360704e-7,expExc
10th < 2015,usa < ohio,usa < westVirginia,power,1.4917112110595856,expExc
10th < 2020,usa < ohio,usa < westVirginia,power,1.4917112110595856,expExc
10th < 2015,usa < oklahoma,usa < texas,power,1.242590346632269e-7,expExc
10th < 2020,usa < oklahoma,usa < texas,power,1.242590346632269e-7,expExc
10th < 2015,usa < oregon,usa < washington,power,5.3777967812193685e-6,expExc
10th < 2020,usa < oregon,usa < washington,power,5.3777967812193685e-6,expExc
10th < 2015,usa < pennsylvania,usa < westVirginia,power,7.453125805154724e-8,expExc
10th < 2020,usa < pennsylvania,usa < westVirginia,power,7.453125805154724e-8,expExc
10th < 2015,usa < southDakota,usa < wyoming,power,7.848311697086988e-8,expExc
10th < 2020,usa < southDakota,usa < wyoming,power,7.848311697086988e-8,expExc
10th < 2015,usa < tennessee,usa < virginia,power,5.043770769513408e-7,expExc
10th < 2020,usa < tennessee,usa < virginia,power,5.043770769513408e-7,expExc
10th < 2015,usa < utah,usa < wyoming,power,1.312788870560255,expExc
10th < 2020,usa < utah,usa < wyoming,power,1.312788870560255,expExc
10th < 2015,usa < virginia,usa < westVirginia,power,2.7563513348400012e-8,expExc
10th < 2020,usa < virginia,usa < westVirginia,power,2.7563513348400012e-8,expExc
20th < 2025,canada < canada_,usa < idaho,power,3.388005648535539e-8,expExc
20th < 2030,canada < canada_,usa < idaho,power,3.388005648535539e-8,expExc
20th < 2025,canada < canada_,usa < maine,power,7.107054541148816e-8,expExc
20th < 2030,canada < canada_,usa < maine,power,7.107054541148816e-8,expExc
20th < 2025,canada < canada_,usa < michigan,power,7.373022585508713e-8,expExc
20th < 2030,canada < canada_,usa < michigan,power,7.373022585508713e-8,expExc
20th < 2025,canada < canada_,usa < minnesota,power,4.671070527023475e-8,expExc
20th < 2030,canada < canada_,usa < minnesota,power,4.671070527023475e-8,expExc
20th < 2025,canada < canada_,usa < montana,power,3.440829643094646e-8,expExc
20th < 2030,canada < canada_,usa < montana,power,3.440829643094646e-8,expExc
20th < 2025,canada < canada_,usa < newHampshire,power,6.11714706401511e-8,expExc
20th < 2030,canada < canada_,usa < newHampshire,power,6.11714706401511e-8,expExc
20th < 2025,canada < canada_,usa < newYork,power,6.03097410562285e-8,expExc
20th < 2030,canada < canada_,usa < newYork,power,6.03097410562285e-8,expExc
20th < 2025,canada < canada_,usa < northDakota,power,4.4679330207987536e-8,expExc
20th < 2030,canada < canada_,usa < northDakota,power,4.4679330207987536e-8,expExc
20th < 2025,canada < canada_,usa < ohio,power,7.30216482936464e-8,expExc
20th < 2030,canada < canada_,usa < ohio,power,7.30216482936464e-8,expExc
20th < 2025,canada < canada_,usa < vermont,power,6.094425167637228e-8,expExc
20th < 2030,canada < canada_,usa < vermont,power,6.094425167637228e-8,expExc
20th < 2025,canada < canada_,usa < washington,power,3.377779847193618e-8,expExc
20th < 2030,canada < canada_,usa < washington,power,3.377779847193618e-8,expExc
20th < 2025,canada < canada_,usa < wisconsin,power,7.250442564133452e-8,expExc
20th < 2030,canada < canada_,usa < wisconsin,power,7.250442564133452e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,4.261245971406059e-8,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,4.261245971406059e-8,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,power,40.34382887264803,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,power,40.34382887264803,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,power,34.432893809425664,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,power,34.432893809425664,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,power,5.821923641748578e-7,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,power,5.821923641748578e-7,expExc
20th < 2025,mexico < central,mexico < occidental,power,0.7115261187378491,expExc
20th < 2030,mexico < central,mexico < occidental,power,0.7115261187378491,expExc
20th < 2025,mexico < central,mexico < oriental,power,9.263685438050354,expExc
20th < 2030,mexico < central,mexico < oriental,power,9.263685438050354,expExc
20th < 2025,mexico < noreste,mexico < norte,power,4.23987025024054,expExc
20th < 2030,mexico < noreste,mexico < norte,power,4.23987025024054,expExc
20th < 2025,mexico < noreste,mexico < occidental,power,1.1155570382093989,expExc
20th < 2030,mexico < noreste,mexico < occidental,power,1.1155570382093989,expExc
20th < 2025,mexico < noreste,mexico < oriental,power,5.977784431934531,expExc
20th < 2030,mexico < noreste,mexico < oriental,power,5.977784431934531,expExc
20th < 2025,mexico < noroeste,mexico < norte,power,4.3039651863881785,expExc
20th < 2030,mexico < noroeste,mexico < norte,power,4.3039651863881785,expExc
20th < 2025,mexico < noroeste,mexico < occidental,power,37.70056040839317,expExc
20th < 2030,mexico < noroeste,mexico < occidental,power,37.70056040839317,expExc
20th < 2025,mexico < norte,mexico < occidental,power,9.306531603569009e-8,expExc
20th < 2030,mexico < norte,mexico < occidental,power,9.306531603569009e-8,expExc
20th < 2025,mexico < occidental,mexico < oriental,power,40.68256342888755,expExc
20th < 2030,mexico < occidental,mexico < oriental,power,40.68256342888755,expExc
20th < 2025,mexico < oriental,mexico < peninsular,power,0.8221838955957335,expExc
20th < 2030,mexico < oriental,mexico < peninsular,power,0.8221838955957335,expExc
20th < 2025,usa < alabama,usa < florida,power,1.7801124575155985e-7,expExc
20th < 2030,usa < alabama,usa < florida,power,1.7801124575155985e-7,expExc
20th < 2025,usa < alabama,usa < georgia,power,9.046704007350793e-8,expExc
20th < 2030,usa < alabama,usa < georgia,power,9.046704007350793e-8,expExc
20th < 2025,usa < alabama,usa < mississippi,power,9.505328841505821e-8,expExc
20th < 2030,usa < alabama,usa < mississippi,power,9.505328841505821e-8,expExc
20th < 2025,usa < alabama,usa < tennessee,power,8.991072770362694e-8,expExc
20th < 2030,usa < alabama,usa < tennessee,power,8.991072770362694e-8,expExc
20th < 2025,usa < arizona,usa < california,power,6.790872846678227,expExc
20th < 2030,usa < arizona,usa < california,power,6.790872846678227,expExc
20th < 2025,usa < arizona,usa < colorado,power,1.9284810492172096e-7,expExc
20th < 2030,usa < arizona,usa < colorado,power,1.9284810492172096e-7,expExc
20th < 2025,usa < arizona,usa < nevada,power,5.130212503168496e-8,expExc
20th < 2030,usa < arizona,usa < nevada,power,5.130212503168496e-8,expExc
20th < 2025,usa < arizona,usa < newMexico,power,7.240251497357577e-8,expExc
20th < 2030,usa < arizona,usa < newMexico,power,7.240251497357577e-8,expExc
20th < 2025,usa < arizona,usa < utah,power,5.2086620484503395e-8,expExc
20th < 2030,usa < arizona,usa < utah,power,5.2086620484503395e-8,expExc
20th < 2025,usa < arkansas,usa < louisiana,power,9.903043204221869e-8,expExc
20th < 2030,usa < arkansas,usa < louisiana,power,9.903043204221869e-8,expExc
20th < 2025,usa < arkansas,usa < mississippi,power,1.0045390910087328e-7,expExc
20th < 2030,usa < arkansas,usa < mississippi,power,1.0045390910087328e-7,expExc
20th < 2025,usa < arkansas,usa < missouri,power,2.4968441974480592e-8,expExc
20th < 2030,usa < arkansas,usa < missouri,power,2.4968441974480592e-8,expExc
20th < 2025,usa < arkansas,usa < oklahoma,power,9.919536599192842e-8,expExc
20th < 2030,usa < arkansas,usa < oklahoma,power,9.919536599192842e-8,expExc
20th < 2025,usa < arkansas,usa < tennessee,power,7.63360134859714e-8,expExc
20th < 2030,usa < arkansas,usa < tennessee,power,7.63360134859714e-8,expExc
20th < 2025,usa < arkansas,usa < texas,power,2.929596092104317e-7,expExc
20th < 2030,usa < arkansas,usa < texas,power,2.929596092104317e-7,expExc
20th < 2025,usa < california,usa < nevada,power,6.756107782097027e-7,expExc
20th < 2030,usa < california,usa < nevada,power,6.756107782097027e-7,expExc
20th < 2025,usa < california,usa < oregon,power,1.7346707794784422,expExc
20th < 2030,usa < california,usa < oregon,power,1.7346707794784422,expExc
20th < 2025,usa < california,usa < utah,power,2.9458963954324215e-6,expExc
