timestep_superordinate_dispatch,region_from,region_to,carrier,value,variable
10th < 2020,usa < colorado,usa < oklahoma,power,3.811042300672976,expExc
10th < 2015,usa < colorado,usa < utah,power,3.0560509722097964e-11,expExc
10th < 2020,usa < colorado,usa < utah,power,3.0560509722097964e-11,expExc
10th < 2015,usa < colorado,usa < wyoming,power,4.657804576739286e-11,expExc
10th < 2020,usa < colorado,usa < wyoming,power,4.657804576739286e-11,expExc
10th < 2015,usa < connecticut,usa < massachusetts,power,1.5538175673492334e-11,expExc
10th < 2020,usa < connecticut,usa < massachusetts,power,1.5538175673492334e-11,expExc
10th < 2015,usa < connecticut,usa < newYork,power,3.6488204113504947,expExc
10th < 2020,usa < connecticut,usa < newYork,power,3.6488204113504947,expExc
10th < 2015,usa < connecticut,usa < rhodeIsland,power,1.479940473149477e-11,expExc
10th < 2020,usa < connecticut,usa < rhodeIsland,power,1.479940473149477e-11,expExc
10th < 2015,usa < delaware,usa < maryland,power,1.508137446568324e-10,expExc
10th < 2020,usa < delaware,usa < maryland,power,1.508137446568324e-10,expExc
10th < 2015,usa < delaware,usa < newJersey,power,1.3416511284319605e-11,expExc
10th < 2020,usa < delaware,usa < newJersey,power,1.3416511284319605e-11,expExc
10th < 2015,usa < delaware,usa < pennsylvania,power,1.3489732231556311e-11,expExc
10th < 2020,usa < delaware,usa < pennsylvania,power,1.3489732231556311e-11,expExc
10th < 2015,usa < florida,usa < georgia,power,0.7311304637262693,expExc
10th < 2020,usa < florida,usa < georgia,power,0.7311304637262693,expExc
10th < 2015,usa < georgia,usa < northCarolina,power,9.264193730520951e-11,expExc
10th < 2020,usa < georgia,usa < northCarolina,power,9.264193730520951e-11,expExc
10th < 2015,usa < georgia,usa < southCarolina,power,5.036242756195906e-11,expExc
10th < 2020,usa < georgia,usa < southCarolina,power,5.036242756195906e-11,expExc
10th < 2015,usa < georgia,usa < tennessee,power,6.973138777637113e-11,expExc
10th < 2020,usa < georgia,usa < tennessee,power,6.973138777637113e-11,expExc
10th < 2015,usa < idaho,usa < montana,power,1.3559698001336953e-11,expExc
10th < 2020,usa < idaho,usa < montana,power,1.3559698001336953e-11,expExc
10th < 2015,usa < idaho,usa < nevada,power,1.4633891058988389,expExc
10th < 2020,usa < idaho,usa < nevada,power,1.4633891058988389,expExc
10th < 2015,usa < idaho,usa < oregon,power,0.05421351207488232,expExc
10th < 2020,usa < idaho,usa < oregon,power,0.05421351207488232,expExc
10th < 2015,usa < idaho,usa < utah,power,1.2919752126748536,expExc
10th < 2020,usa < idaho,usa < utah,power,1.2919752126748536,expExc
10th < 2015,usa < idaho,usa < washington,power,1.380814244077286e-11,expExc
10th < 2020,usa < idaho,usa < washington,power,1.380814244077286e-11,expExc
10th < 2015,usa < idaho,usa < wyoming,power,1.4051572492980331e-11,expExc
10th < 2020,usa < idaho,usa < wyoming,power,1.4051572492980331e-11,expExc
10th < 2015,usa < illinois,usa < indiana,power,1.356674750647098e-11,expExc
10th < 2020,usa < illinois,usa < indiana,power,1.356674750647098e-11,expExc
10th < 2015,usa < illinois,usa < iowa,power,0.7258481355136294,expExc
10th < 2020,usa < illinois,usa < iowa,power,0.7258481355136294,expExc
10th < 2015,usa < illinois,usa < kentucky,power,1.774398358344433,expExc
10th < 2020,usa < illinois,usa < kentucky,power,1.774398358344433,expExc
10th < 2015,usa < illinois,usa < michigan,power,1.7610372259578775e-9,expExc
10th < 2020,usa < illinois,usa < michigan,power,1.7610372259578775e-9,expExc
10th < 2015,usa < illinois,usa < missouri,power,6.446786267253274e-10,expExc
10th < 2020,usa < illinois,usa < missouri,power,6.446786267253274e-10,expExc
10th < 2015,usa < illinois,usa < wisconsin,power,2.4756555084898492e-11,expExc
10th < 2020,usa < illinois,usa < wisconsin,power,2.4756555084898492e-11,expExc
10th < 2015,usa < indiana,usa < kentucky,power,9.228583297134002e-10,expExc
10th < 2020,usa < indiana,usa < kentucky,power,9.228583297134002e-10,expExc
10th < 2015,usa < indiana,usa < michigan,power,2.0843155700177054e-11,expExc
10th < 2020,usa < indiana,usa < michigan,power,2.0843155700177054e-11,expExc
10th < 2015,usa < indiana,usa < ohio,power,1.429157364568313e-11,expExc
10th < 2020,usa < indiana,usa < ohio,power,1.429157364568313e-11,expExc
10th < 2015,usa < iowa,usa < minnesota,power,3.376254568290621e-11,expExc
10th < 2020,usa < iowa,usa < minnesota,power,3.376254568290621e-11,expExc
10th < 2015,usa < iowa,usa < missouri,power,0.5232148303823643,expExc
10th < 2020,usa < iowa,usa < missouri,power,0.5232148303823643,expExc
10th < 2015,usa < iowa,usa < nebraska,power,1.3840366030446934e-11,expExc
10th < 2020,usa < iowa,usa < nebraska,power,1.3840366030446934e-11,expExc
10th < 2015,usa < iowa,usa < southDakota,power,2.8803229358366917e-11,expExc
10th < 2020,usa < iowa,usa < southDakota,power,2.8803229358366917e-11,expExc
10th < 2015,usa < iowa,usa < wisconsin,power,0.8302914946315575,expExc
10th < 2020,usa < iowa,usa < wisconsin,power,0.8302914946315575,expExc
10th < 2015,usa < kansas,usa < missouri,power,1.633997136227831e-11,expExc
10th < 2020,usa < kansas,usa < missouri,power,1.633997136227831e-11,expExc
10th < 2015,usa < kansas,usa < nebraska,power,4.928873743236584e-11,expExc
10th < 2020,usa < kansas,usa < nebraska,power,4.928873743236584e-11,expExc
10th < 2015,usa < kansas,usa < oklahoma,power,2.421518295380611e-10,expExc
10th < 2020,usa < kansas,usa < oklahoma,power,2.421518295380611e-10,expExc
10th < 2015,usa < kentucky,usa < missouri,power,1.4171437706361056e-9,expExc
10th < 2020,usa < kentucky,usa < missouri,power,1.4171437706361056e-9,expExc
10th < 2015,usa < kentucky,usa < ohio,power,1.7136023681932742,expExc
10th < 2020,usa < kentucky,usa < ohio,power,1.7136023681932742,expExc
10th < 2015,usa < kentucky,usa < tennessee,power,3.338217431961635e-11,expExc
10th < 2020,usa < kentucky,usa < tennessee,power,3.338217431961635e-11,expExc
10th < 2015,usa < kentucky,usa < virginia,power,1.67956783064826e-11,expExc
10th < 2020,usa < kentucky,usa < virginia,power,1.67956783064826e-11,expExc
10th < 2015,usa < kentucky,usa < westVirginia,power,1.476886737524396e-11,expExc
10th < 2020,usa < kentucky,usa < westVirginia,power,1.476886737524396e-11,expExc
10th < 2015,usa < louisiana,usa < mississippi,power,1.5344800208609213e-11,expExc
10th < 2020,usa < louisiana,usa < mississippi,power,1.5344800208609213e-11,expExc
10th < 2015,usa < louisiana,usa < texas,power,1.5929528372751264e-11,expExc
10th < 2020,usa < louisiana,usa < texas,power,1.5929528372751264e-11,expExc
10th < 2015,usa < maine,usa < newHampshire,power,1.4384431501074671e-11,expExc
10th < 2020,usa < maine,usa < newHampshire,power,1.4384431501074671e-11,expExc
10th < 2015,usa < maryland,usa < pennsylvania,power,3.260945247537664e-10,expExc
10th < 2020,usa < maryland,usa < pennsylvania,power,3.260945247537664e-10,expExc
10th < 2015,usa < maryland,usa < virginia,power,1.3735426295451213e-11,expExc
10th < 2020,usa < maryland,usa < virginia,power,1.3735426295451213e-11,expExc
10th < 2015,usa < maryland,usa < westVirginia,power,1.4074600205823011e-11,expExc
10th < 2020,usa < maryland,usa < westVirginia,power,1.4074600205823011e-11,expExc
10th < 2015,usa < massachusetts,usa < newHampshire,power,3.022214301109189e-9,expExc
10th < 2020,usa < massachusetts,usa < newHampshire,power,3.022214301109189e-9,expExc
10th < 2015,usa < massachusetts,usa < newYork,power,0.814740891475934,expExc
10th < 2020,usa < massachusetts,usa < newYork,power,0.814740891475934,expExc
10th < 2015,usa < massachusetts,usa < rhodeIsland,power,1.3600481648660894e-11,expExc
10th < 2020,usa < massachusetts,usa < rhodeIsland,power,1.3600481648660894e-11,expExc
10th < 2015,usa < massachusetts,usa < vermont,power,3.08617417717964e-9,expExc
10th < 2020,usa < massachusetts,usa < vermont,power,3.08617417717964e-9,expExc
10th < 2015,usa < michigan,usa < ohio,power,2.284717401606262e-11,expExc
10th < 2020,usa < michigan,usa < ohio,power,2.284717401606262e-11,expExc
10th < 2015,usa < michigan,usa < wisconsin,power,4.9043928038355136e-11,expExc
10th < 2020,usa < michigan,usa < wisconsin,power,4.9043928038355136e-11,expExc
10th < 2015,usa < minnesota,usa < northDakota,power,1.400093289285596e-11,expExc
10th < 2020,usa < minnesota,usa < northDakota,power,1.400093289285596e-11,expExc
10th < 2015,usa < minnesota,usa < southDakota,power,1.4624342632149812e-11,expExc
10th < 2020,usa < minnesota,usa < southDakota,power,1.4624342632149812e-11,expExc
10th < 2015,usa < minnesota,usa < wisconsin,power,3.601278994431563e-11,expExc
10th < 2020,usa < minnesota,usa < wisconsin,power,3.601278994431563e-11,expExc
10th < 2015,usa < mississippi,usa < tennessee,power,2.4627550092434374e-11,expExc
10th < 2020,usa < mississippi,usa < tennessee,power,2.4627550092434374e-11,expExc
10th < 2015,usa < missouri,usa < nebraska,power,7.562709813068967e-10,expExc
10th < 2020,usa < missouri,usa < nebraska,power,7.562709813068967e-10,expExc
10th < 2015,usa < missouri,usa < oklahoma,power,0.31684335050448814,expExc
10th < 2020,usa < missouri,usa < oklahoma,power,0.31684335050448814,expExc
10th < 2015,usa < missouri,usa < tennessee,power,1.2915665904181632e-10,expExc
10th < 2020,usa < missouri,usa < tennessee,power,1.2915665904181632e-10,expExc
10th < 2015,usa < montana,usa < northDakota,power,2.3641140089356594e-11,expExc
10th < 2020,usa < montana,usa < northDakota,power,2.3641140089356594e-11,expExc
10th < 2015,usa < montana,usa < southDakota,power,1.4205093400408495e-9,expExc
10th < 2020,usa < montana,usa < southDakota,power,1.4205093400408495e-9,expExc
10th < 2015,usa < montana,usa < wyoming,power,1.4659027426157886e-11,expExc
10th < 2020,usa < montana,usa < wyoming,power,1.4659027426157886e-11,expExc
10th < 2015,usa < nebraska,usa < southDakota,power,3.2103179051162547e-11,expExc
10th < 2020,usa < nebraska,usa < southDakota,power,3.2103179051162547e-11,expExc
10th < 2015,usa < nebraska,usa < wyoming,power,0.524089630504284,expExc
10th < 2020,usa < nebraska,usa < wyoming,power,0.524089630504284,expExc
10th < 2015,usa < nevada,usa < oregon,power,1.7452032633468863e-9,expExc
10th < 2020,usa < nevada,usa < oregon,power,1.7452032633468863e-9,expExc
10th < 2015,usa < nevada,usa < utah,power,1.5548239400296414e-11,expExc
10th < 2020,usa < nevada,usa < utah,power,1.5548239400296414e-11,expExc
10th < 2015,usa < newHampshire,usa < vermont,power,1.355774836146293e-11,expExc
10th < 2020,usa < newHampshire,usa < vermont,power,1.355774836146293e-11,expExc
10th < 2015,usa < newJersey,usa < newYork,power,0.543323384776163,expExc
10th < 2020,usa < newJersey,usa < newYork,power,0.543323384776163,expExc
10th < 2015,usa < newJersey,usa < pennsylvania,power,1.3487476812502694e-11,expExc
10th < 2020,usa < newJersey,usa < pennsylvania,power,1.3487476812502694e-11,expExc
10th < 2015,usa < newMexico,usa < oklahoma,power,1.861276435558322e-9,expExc
10th < 2020,usa < newMexico,usa < oklahoma,power,1.861276435558322e-9,expExc
10th < 2015,usa < newMexico,usa < texas,power,5.934507618693169,expExc
10th < 2020,usa < newMexico,usa < texas,power,5.934507618693169,expExc
10th < 2015,usa < newMexico,usa < utah,power,3.9382559225543483,expExc
10th < 2020,usa < newMexico,usa < utah,power,3.9382559225543483,expExc
10th < 2015,usa < newYork,usa < pennsylvania,power,0.7876069809377045,expExc
10th < 2020,usa < newYork,usa < pennsylvania,power,0.7876069809377045,expExc
10th < 2015,usa < newYork,usa < rhodeIsland,power,0.7034987610987831,expExc
10th < 2020,usa < newYork,usa < rhodeIsland,power,0.7034987610987831,expExc
10th < 2015,usa < newYork,usa < vermont,power,5.7581073475223704e-11,expExc
10th < 2020,usa < newYork,usa < vermont,power,5.7581073475223704e-11,expExc
10th < 2015,usa < northCarolina,usa < southCarolina,power,1.389126853775407e-11,expExc
10th < 2020,usa < northCarolina,usa < southCarolina,power,1.389126853775407e-11,expExc
10th < 2015,usa < northCarolina,usa < tennessee,power,1.5634582697508985e-11,expExc
10th < 2020,usa < northCarolina,usa < tennessee,power,1.5634582697508985e-11,expExc
10th < 2015,usa < northCarolina,usa < virginia,power,6.135106929839927e-11,expExc
10th < 2020,usa < northCarolina,usa < virginia,power,6.135106929839927e-11,expExc
10th < 2015,usa < northDakota,usa < southDakota,power,1.3599946695898898e-11,expExc
10th < 2020,usa < northDakota,usa < southDakota,power,1.3599946695898898e-11,expExc
10th < 2015,usa < ohio,usa < pennsylvania,power,1.4369810611284461e-11,expExc
10th < 2020,usa < ohio,usa < pennsylvania,power,1.4369810611284461e-11,expExc
10th < 2015,usa < ohio,usa < westVirginia,power,1.507699100293907,expExc
10th < 2020,usa < ohio,usa < westVirginia,power,1.507699100293907,expExc
10th < 2015,usa < oklahoma,usa < texas,power,2.196026521751509e-11,expExc
10th < 2020,usa < oklahoma,usa < texas,power,2.196026521751509e-11,expExc
10th < 2015,usa < oregon,usa < washington,power,0.02016575529956726,expExc
10th < 2020,usa < oregon,usa < washington,power,0.02016575529956726,expExc
10th < 2015,usa < pennsylvania,usa < westVirginia,power,1.5207375316052046e-10,expExc
10th < 2020,usa < pennsylvania,usa < westVirginia,power,1.5207375316052046e-10,expExc
10th < 2015,usa < southDakota,usa < wyoming,power,2.108774129822801e-11,expExc
10th < 2020,usa < southDakota,usa < wyoming,power,2.108774129822801e-11,expExc
10th < 2015,usa < tennessee,usa < virginia,power,5.7188640061191954e-11,expExc
10th < 2020,usa < tennessee,usa < virginia,power,5.7188640061191954e-11,expExc
10th < 2015,usa < utah,usa < wyoming,power,0.025076221594153503,expExc
10th < 2020,usa < utah,usa < wyoming,power,0.025076221594153503,expExc
10th < 2015,usa < virginia,usa < westVirginia,power,1.3228729256650258e-11,expExc
10th < 2020,usa < virginia,usa < westVirginia,power,1.3228729256650258e-11,expExc
20th < 2025,canada < canada_,usa < idaho,power,6.006959875415498,expExc
20th < 2030,canada < canada_,usa < idaho,power,6.006959875415498,expExc
20th < 2025,canada < canada_,usa < maine,power,1.9928526400632617e-11,expExc
20th < 2030,canada < canada_,usa < maine,power,1.9928526400632617e-11,expExc
20th < 2025,canada < canada_,usa < michigan,power,3.855623466071654,expExc
20th < 2030,canada < canada_,usa < michigan,power,3.855623466071654,expExc
20th < 2025,canada < canada_,usa < minnesota,power,3.1725041286638584e-11,expExc
20th < 2030,canada < canada_,usa < minnesota,power,3.1725041286638584e-11,expExc
20th < 2025,canada < canada_,usa < montana,power,5.518501460818886e-10,expExc
20th < 2030,canada < canada_,usa < montana,power,5.518501460818886e-10,expExc
20th < 2025,canada < canada_,usa < newHampshire,power,2.177399909918827e-11,expExc
20th < 2030,canada < canada_,usa < newHampshire,power,2.177399909918827e-11,expExc
20th < 2025,canada < canada_,usa < newYork,power,3.262218967835255e-11,expExc
20th < 2030,canada < canada_,usa < newYork,power,3.262218967835255e-11,expExc
20th < 2025,canada < canada_,usa < northDakota,power,4.2018466571531094e-11,expExc
20th < 2030,canada < canada_,usa < northDakota,power,4.2018466571531094e-11,expExc
20th < 2025,canada < canada_,usa < ohio,power,10.422939328580949,expExc
20th < 2030,canada < canada_,usa < ohio,power,10.422939328580949,expExc
20th < 2025,canada < canada_,usa < vermont,power,2.1826159128847988e-11,expExc
20th < 2030,canada < canada_,usa < vermont,power,2.1826159128847988e-11,expExc
20th < 2025,canada < canada_,usa < washington,power,0.07561722806486576,expExc
20th < 2030,canada < canada_,usa < washington,power,0.07561722806486576,expExc
20th < 2025,canada < canada_,usa < wisconsin,power,0.7794300364031697,expExc
20th < 2030,canada < canada_,usa < wisconsin,power,0.7794300364031697,expExc
20th < 2025,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,0.17614718680071034,expExc
20th < 2030,mexico < bajaCalifornia,mexico < bajaCaliforniaSur,power,0.17614718680071034,expExc
20th < 2025,mexico < bajaCalifornia,mexico < noroeste,power,72.66692846018387,expExc
20th < 2030,mexico < bajaCalifornia,mexico < noroeste,power,72.66692846018387,expExc
20th < 2025,mexico < bajaCalifornia,usa < california,power,78.8560472792133,expExc
20th < 2030,mexico < bajaCalifornia,usa < california,power,78.8560472792133,expExc
20th < 2025,mexico < bajaCaliforniaSur,mexico < noroeste,power,2.0149774775740695e-11,expExc
20th < 2030,mexico < bajaCaliforniaSur,mexico < noroeste,power,2.0149774775740695e-11,expExc
20th < 2025,mexico < central,mexico < occidental,power,1.5117766893228127e-8,expExc
20th < 2030,mexico < central,mexico < occidental,power,1.5117766893228127e-8,expExc
20th < 2025,mexico < central,mexico < oriental,power,4.0085097272078904,expExc
20th < 2030,mexico < central,mexico < oriental,power,4.0085097272078904,expExc
20th < 2025,mexico < noreste,mexico < norte,power,26.744486190589143,expExc
20th < 2030,mexico < noreste,mexico < norte,power,26.744486190589143,expExc
20th < 2025,mexico < noreste,mexico < occidental,power,21.95775704789002,expExc
20th < 2030,mexico < noreste,mexico < occidental,power,21.95775704789002,expExc
20th < 2025,mexico < noreste,mexico < oriental,power,8.142727294786907,expExc
20th < 2030,mexico < noreste,mexico < oriental,power,8.142727294786907,expExc
20th < 2025,mexico < noroeste,mexico < norte,power,27.009274894753055,expExc
20th < 2030,mexico < noroeste,mexico < norte,power,27.009274894753055,expExc
20th < 2025,mexico < noroeste,mexico < occidental,power,45.992718755898416,expExc
20th < 2030,mexico < noroeste,mexico < occidental,power,45.992718755898416,expExc
20th < 2025,mexico < norte,mexico < occidental,power,3.807560055923508e-10,expExc
20th < 2030,mexico < norte,mexico < occidental,power,3.807560055923508e-10,expExc
20th < 2025,mexico < occidental,mexico < oriental,power,28.24559182219691,expExc
20th < 2030,mexico < occidental,mexico < oriental,power,28.24559182219691,expExc
20th < 2025,mexico < oriental,mexico < peninsular,power,1.6436171777217623,expExc
20th < 2030,mexico < oriental,mexico < peninsular,power,1.6436171777217623,expExc
20th < 2025,usa < alabama,usa < florida,power,7.946414361459693e-9,expExc
20th < 2030,usa < alabama,usa < florida,power,7.946414361459693e-9,expExc
20th < 2025,usa < alabama,usa < georgia,power,3.0498731998399887e-11,expExc
20th < 2030,usa < alabama,usa < georgia,power,3.0498731998399887e-11,expExc
20th < 2025,usa < alabama,usa < mississippi,power,6.833003274000914e-10,expExc
20th < 2030,usa < alabama,usa < mississippi,power,6.833003274000914e-10,expExc
20th < 2025,usa < alabama,usa < tennessee,power,0.1665128654081411,expExc
20th < 2030,usa < alabama,usa < tennessee,power,0.1665128654081411,expExc
20th < 2025,usa < arizona,usa < california,power,9.385415131645875,expExc
20th < 2030,usa < arizona,usa < california,power,9.385415131645875,expExc
20th < 2025,usa < arizona,usa < colorado,power,3.881768065684084,expExc
20th < 2030,usa < arizona,usa < colorado,power,3.881768065684084,expExc
20th < 2025,usa < arizona,usa < nevada,power,3.014647383799886e-11,expExc
20th < 2030,usa < arizona,usa < nevada,power,3.014647383799886e-11,expExc
20th < 2025,usa < arizona,usa < newMexico,power,5.4073264827514596,expExc
20th < 2030,usa < arizona,usa < newMexico,power,5.4073264827514596,expExc
20th < 2025,usa < arizona,usa < utah,power,3.000035040562136e-11,expExc
20th < 2030,usa < arizona,usa < utah,power,3.000035040562136e-11,expExc
20th < 2025,usa < arkansas,usa < louisiana,power,3.042869829798631e-11,expExc
20th < 2030,usa < arkansas,usa < louisiana,power,3.042869829798631e-11,expExc
20th < 2025,usa < arkansas,usa < mississippi,power,1.3827776794756375e-10,expExc
20th < 2030,usa < arkansas,usa < mississippi,power,1.3827776794756375e-10,expExc
20th < 2025,usa < arkansas,usa < missouri,power,2.45705102325261e-11,expExc
20th < 2030,usa < arkansas,usa < missouri,power,2.45705102325261e-11,expExc
20th < 2025,usa < arkansas,usa < oklahoma,power,2.925896471984613e-10,expExc
20th < 2030,usa < arkansas,usa < oklahoma,power,2.925896471984613e-10,expExc
20th < 2025,usa < arkansas,usa < tennessee,power,2.0061919631707865e-10,expExc
20th < 2030,usa < arkansas,usa < tennessee,power,2.0061919631707865e-10,expExc
20th < 2025,usa < arkansas,usa < texas,power,4.6323851363822605e-10,expExc
20th < 2030,usa < arkansas,usa < texas,power,4.6323851363822605e-10,expExc
20th < 2025,usa < california,usa < nevada,power,5.691581118545267,expExc
20th < 2030,usa < california,usa < nevada,power,5.691581118545267,expExc
20th < 2025,usa < california,usa < oregon,power,11.834988010767933,expExc
20th < 2030,usa < california,usa < oregon,power,11.834988010767933,expExc
20th < 2025,usa < california,usa < utah,power,17.889835688713596,expExc
20th < 2030,usa < california,usa < utah,power,17.889835688713596,expExc
