region_1,region_2,technology_4,timestep_2,parameter,value,comment
usa,alabama,chpBiomass_,2015,capaConvResi,2.068,
usa,alabama,chpBiomass_,2020,capaConvResi,1.551,
usa,alabama,chpBiomass_,2025,capaConvResi,1.163,
usa,alabama,chpBiomass_,2030,capaConvResi,0.873,
usa,alabama,chpBiomass_,2035,capaConvResi,0.654,
usa,alabama,chpBiomass_,2040,capaConvResi,0.491,
usa,arkansas,chpBiomass_,2015,capaConvResi,1.184,
usa,arkansas,chpBiomass_,2020,capaConvResi,0.888,
usa,arkansas,chpBiomass_,2025,capaConvResi,0.666,
usa,arkansas,chpBiomass_,2030,capaConvResi,0.5,
usa,arkansas,chpBiomass_,2035,capaConvResi,0.375,
usa,arkansas,chpBiomass_,2040,capaConvResi,0.281,
usa,california,chpBiomass_,2015,capaConvResi,1.87,
usa,california,chpBiomass_,2020,capaConvResi,1.403,
usa,california,chpBiomass_,2025,capaConvResi,1.052,
usa,california,chpBiomass_,2030,capaConvResi,0.789,
usa,california,chpBiomass_,2035,capaConvResi,0.592,
usa,california,chpBiomass_,2040,capaConvResi,0.444,
usa,florida,chpBiomass_,2015,capaConvResi,2.132,
usa,florida,chpBiomass_,2020,capaConvResi,1.599,
usa,florida,chpBiomass_,2025,capaConvResi,1.2,
usa,florida,chpBiomass_,2030,capaConvResi,0.9,
usa,florida,chpBiomass_,2035,capaConvResi,0.675,
usa,florida,chpBiomass_,2040,capaConvResi,0.506,
usa,georgia,chpBiomass_,2015,capaConvResi,2.062,
usa,georgia,chpBiomass_,2020,capaConvResi,1.547,
usa,georgia,chpBiomass_,2025,capaConvResi,1.16,
usa,georgia,chpBiomass_,2030,capaConvResi,0.87,
usa,georgia,chpBiomass_,2035,capaConvResi,0.653,
usa,georgia,chpBiomass_,2040,capaConvResi,0.489,
usa,iowa,chpBiomass_,2015,capaConvResi,0.074,
usa,iowa,chpBiomass_,2020,capaConvResi,0.055,
usa,iowa,chpBiomass_,2025,capaConvResi,0.042,
usa,iowa,chpBiomass_,2030,capaConvResi,0.031,
usa,idaho,chpBiomass_,2015,capaConvResi,0.488,
usa,idaho,chpBiomass_,2020,capaConvResi,0.366,
usa,idaho,chpBiomass_,2025,capaConvResi,0.275,
usa,idaho,chpBiomass_,2030,capaConvResi,0.206,
usa,idaho,chpBiomass_,2035,capaConvResi,0.154,
usa,idaho,chpBiomass_,2040,capaConvResi,0.116,
usa,illinois,chpBiomass_,2015,capaConvResi,0.125,
usa,illinois,chpBiomass_,2020,capaConvResi,0.094,
usa,illinois,chpBiomass_,2025,capaConvResi,0.071,
usa,illinois,chpBiomass_,2030,capaConvResi,0.053,
usa,illinois,chpBiomass_,2035,capaConvResi,0.04,
usa,indiana,chpBiomass_,2015,capaConvResi,0.103,
usa,indiana,chpBiomass_,2020,capaConvResi,0.077,
usa,indiana,chpBiomass_,2025,capaConvResi,0.058,
usa,indiana,chpBiomass_,2030,capaConvResi,0.043,
usa,indiana,chpBiomass_,2035,capaConvResi,0.032,
usa,kansas,chpBiomass_,2015,capaConvResi,0.07,
usa,kansas,chpBiomass_,2020,capaConvResi,0.052,
usa,kansas,chpBiomass_,2025,capaConvResi,0.039,
usa,kentucky,chpBiomass_,2015,capaConvResi,0.284,
usa,kentucky,chpBiomass_,2020,capaConvResi,0.213,
usa,kentucky,chpBiomass_,2025,capaConvResi,0.16,
usa,kentucky,chpBiomass_,2030,capaConvResi,0.12,
usa,kentucky,chpBiomass_,2035,capaConvResi,0.09,
usa,kentucky,chpBiomass_,2040,capaConvResi,0.067,
usa,louisiana,chpBiomass_,2015,capaConvResi,1.991,
usa,louisiana,chpBiomass_,2020,capaConvResi,1.493,
usa,louisiana,chpBiomass_,2025,capaConvResi,1.12,
usa,louisiana,chpBiomass_,2030,capaConvResi,0.84,
usa,louisiana,chpBiomass_,2035,capaConvResi,0.63,
usa,louisiana,chpBiomass_,2040,capaConvResi,0.472,
usa,massachusetts,chpBiomass_,2015,capaConvResi,0.289,
usa,massachusetts,chpBiomass_,2020,capaConvResi,0.217,
usa,massachusetts,chpBiomass_,2025,capaConvResi,0.162,
usa,massachusetts,chpBiomass_,2030,capaConvResi,0.122,
usa,massachusetts,chpBiomass_,2035,capaConvResi,0.091,
usa,massachusetts,chpBiomass_,2040,capaConvResi,0.069,
usa,maryland,chpBiomass_,2015,capaConvResi,0.039,
usa,maine,chpBiomass_,2015,capaConvResi,1.106,
usa,maine,chpBiomass_,2020,capaConvResi,0.829,
usa,maine,chpBiomass_,2025,capaConvResi,0.622,
usa,maine,chpBiomass_,2030,capaConvResi,0.466,
usa,maine,chpBiomass_,2035,capaConvResi,0.35,
usa,maine,chpBiomass_,2040,capaConvResi,0.262,
usa,michigan,chpBiomass_,2015,capaConvResi,1.094,
usa,michigan,chpBiomass_,2020,capaConvResi,0.82,
usa,michigan,chpBiomass_,2025,capaConvResi,0.615,
usa,michigan,chpBiomass_,2030,capaConvResi,0.461,
usa,michigan,chpBiomass_,2035,capaConvResi,0.346,
usa,michigan,chpBiomass_,2040,capaConvResi,0.26,
usa,minnesota,chpBiomass_,2015,capaConvResi,1.105,
usa,minnesota,chpBiomass_,2020,capaConvResi,0.829,
usa,minnesota,chpBiomass_,2025,capaConvResi,0.622,
usa,minnesota,chpBiomass_,2030,capaConvResi,0.466,
usa,minnesota,chpBiomass_,2035,capaConvResi,0.35,
usa,minnesota,chpBiomass_,2040,capaConvResi,0.262,
usa,mississippi,chpBiomass_,2015,capaConvResi,0.883,
usa,mississippi,chpBiomass_,2020,capaConvResi,0.662,
usa,mississippi,chpBiomass_,2025,capaConvResi,0.497,
usa,mississippi,chpBiomass_,2030,capaConvResi,0.373,
usa,mississippi,chpBiomass_,2035,capaConvResi,0.279,
usa,mississippi,chpBiomass_,2040,capaConvResi,0.21,
usa,northCarolina,chpBiomass_,2015,capaConvResi,0.887,
usa,northCarolina,chpBiomass_,2020,capaConvResi,0.665,
usa,northCarolina,chpBiomass_,2025,capaConvResi,0.499,
usa,northCarolina,chpBiomass_,2030,capaConvResi,0.374,
usa,northCarolina,chpBiomass_,2035,capaConvResi,0.281,
usa,northCarolina,chpBiomass_,2040,capaConvResi,0.21,
usa,northDakota,chpBiomass_,2015,capaConvResi,0.034,
usa,newJersey,chpBiomass_,2015,capaConvResi,0.676,
usa,newJersey,chpBiomass_,2020,capaConvResi,0.507,
usa,newJersey,chpBiomass_,2025,capaConvResi,0.38,
usa,newJersey,chpBiomass_,2030,capaConvResi,0.285,
usa,newJersey,chpBiomass_,2035,capaConvResi,0.214,
usa,newJersey,chpBiomass_,2040,capaConvResi,0.16,
usa,newYork,chpBiomass_,2015,capaConvResi,0.757,
usa,newYork,chpBiomass_,2020,capaConvResi,0.568,
usa,newYork,chpBiomass_,2025,capaConvResi,0.426,
usa,newYork,chpBiomass_,2030,capaConvResi,0.319,
usa,newYork,chpBiomass_,2035,capaConvResi,0.239,
usa,newYork,chpBiomass_,2040,capaConvResi,0.18,
usa,ohio,chpBiomass_,2015,capaConvResi,0.064,
usa,ohio,chpBiomass_,2020,capaConvResi,0.048,
usa,ohio,chpBiomass_,2025,capaConvResi,0.036,
usa,oklahoma,chpBiomass_,2015,capaConvResi,0.217,
usa,oklahoma,chpBiomass_,2020,capaConvResi,0.163,
usa,oklahoma,chpBiomass_,2025,capaConvResi,0.122,
usa,oklahoma,chpBiomass_,2030,capaConvResi,0.092,
usa,oklahoma,chpBiomass_,2035,capaConvResi,0.069,
usa,oklahoma,chpBiomass_,2040,capaConvResi,0.052,
usa,oregon,chpBiomass_,2015,capaConvResi,0.822,
usa,oregon,chpBiomass_,2020,capaConvResi,0.617,
usa,oregon,chpBiomass_,2025,capaConvResi,0.463,
usa,oregon,chpBiomass_,2030,capaConvResi,0.347,
usa,oregon,chpBiomass_,2035,capaConvResi,0.26,
usa,oregon,chpBiomass_,2040,capaConvResi,0.195,
usa,pennsylvania,chpBiomass_,2015,capaConvResi,1.447,
usa,pennsylvania,chpBiomass_,2020,capaConvResi,1.085,
usa,pennsylvania,chpBiomass_,2025,capaConvResi,0.814,
usa,pennsylvania,chpBiomass_,2030,capaConvResi,0.61,
usa,pennsylvania,chpBiomass_,2035,capaConvResi,0.458,
usa,pennsylvania,chpBiomass_,2040,capaConvResi,0.343,
usa,southCarolina,chpBiomass_,2015,capaConvResi,1.23,
usa,southCarolina,chpBiomass_,2020,capaConvResi,0.923,
usa,southCarolina,chpBiomass_,2025,capaConvResi,0.692,
usa,southCarolina,chpBiomass_,2030,capaConvResi,0.519,
usa,southCarolina,chpBiomass_,2035,capaConvResi,0.389,
usa,southCarolina,chpBiomass_,2040,capaConvResi,0.292,
usa,tennessee,chpBiomass_,2015,capaConvResi,0.614,
usa,tennessee,chpBiomass_,2020,capaConvResi,0.461,
usa,tennessee,chpBiomass_,2025,capaConvResi,0.345,
usa,tennessee,chpBiomass_,2030,capaConvResi,0.259,
usa,tennessee,chpBiomass_,2035,capaConvResi,0.194,
usa,tennessee,chpBiomass_,2040,capaConvResi,0.146,
usa,texas,chpBiomass_,2015,capaConvResi,0.883,
usa,texas,chpBiomass_,2020,capaConvResi,0.663,
usa,texas,chpBiomass_,2025,capaConvResi,0.497,
usa,texas,chpBiomass_,2030,capaConvResi,0.373,
usa,texas,chpBiomass_,2035,capaConvResi,0.279,
usa,texas,chpBiomass_,2040,capaConvResi,0.21,
usa,utah,chpBiomass_,2015,capaConvResi,0.035,
usa,virginia,chpBiomass_,2015,capaConvResi,0.919,
usa,virginia,chpBiomass_,2020,capaConvResi,0.689,
usa,virginia,chpBiomass_,2025,capaConvResi,0.517,
usa,virginia,chpBiomass_,2030,capaConvResi,0.388,
usa,virginia,chpBiomass_,2035,capaConvResi,0.291,
usa,virginia,chpBiomass_,2040,capaConvResi,0.218,
usa,washington,chpBiomass_,2015,capaConvResi,1.41,
usa,washington,chpBiomass_,2020,capaConvResi,1.057,
usa,washington,chpBiomass_,2025,capaConvResi,0.793,
usa,washington,chpBiomass_,2030,capaConvResi,0.595,
usa,washington,chpBiomass_,2035,capaConvResi,0.446,
usa,washington,chpBiomass_,2040,capaConvResi,0.335,
usa,wisconsin,chpBiomass_,2015,capaConvResi,0.612,
usa,wisconsin,chpBiomass_,2020,capaConvResi,0.459,
usa,wisconsin,chpBiomass_,2025,capaConvResi,0.344,
usa,wisconsin,chpBiomass_,2030,capaConvResi,0.258,
usa,wisconsin,chpBiomass_,2035,capaConvResi,0.194,
usa,wisconsin,chpBiomass_,2040,capaConvResi,0.145,
usa,alabama,chpHardcoal,2015,capaConvResi,0.32,
usa,alabama,chpHardcoal,2020,capaConvResi,0.24,
usa,alabama,chpHardcoal,2025,capaConvResi,0.18,
usa,alabama,chpHardcoal,2030,capaConvResi,0.135,
usa,alabama,chpHardcoal,2035,capaConvResi,0.101,
usa,alabama,chpHardcoal,2040,capaConvResi,0.076,
usa,california,chpHardcoal,2015,capaConvResi,0.135,
usa,california,chpHardcoal,2020,capaConvResi,0.101,
usa,california,chpHardcoal,2025,capaConvResi,0.076,
usa,california,chpHardcoal,2030,capaConvResi,0.057,
usa,california,chpHardcoal,2035,capaConvResi,0.043,
usa,california,chpHardcoal,2040,capaConvResi,0.032,
usa,connecticut,chpHardcoal,2015,capaConvResi,0.445,
usa,connecticut,chpHardcoal,2020,capaConvResi,0.334,
usa,connecticut,chpHardcoal,2025,capaConvResi,0.25,
usa,connecticut,chpHardcoal,2030,capaConvResi,0.188,
usa,connecticut,chpHardcoal,2035,capaConvResi,0.141,
usa,connecticut,chpHardcoal,2040,capaConvResi,0.106,
usa,delaware,chpHardcoal,2015,capaConvResi,0.256,
usa,delaware,chpHardcoal,2020,capaConvResi,0.192,
usa,delaware,chpHardcoal,2025,capaConvResi,0.144,
usa,delaware,chpHardcoal,2030,capaConvResi,0.108,
usa,delaware,chpHardcoal,2035,capaConvResi,0.081,
usa,delaware,chpHardcoal,2040,capaConvResi,0.061,
usa,florida,chpHardcoal,2015,capaConvResi,1.316,
usa,florida,chpHardcoal,2020,capaConvResi,0.987,
usa,florida,chpHardcoal,2025,capaConvResi,0.74,
usa,florida,chpHardcoal,2030,capaConvResi,0.555,
usa,florida,chpHardcoal,2035,capaConvResi,0.416,
usa,florida,chpHardcoal,2040,capaConvResi,0.312,
usa,georgia,chpHardcoal,2015,capaConvResi,0.878,
usa,georgia,chpHardcoal,2020,capaConvResi,0.658,
usa,georgia,chpHardcoal,2025,capaConvResi,0.494,
usa,georgia,chpHardcoal,2030,capaConvResi,0.37,
usa,georgia,chpHardcoal,2035,capaConvResi,0.278,
usa,georgia,chpHardcoal,2040,capaConvResi,0.208,
usa,iowa,chpHardcoal,2015,capaConvResi,1.567,
usa,iowa,chpHardcoal,2020,capaConvResi,1.175,
usa,iowa,chpHardcoal,2025,capaConvResi,0.881,
usa,iowa,chpHardcoal,2030,capaConvResi,0.661,
usa,iowa,chpHardcoal,2035,capaConvResi,0.496,
usa,iowa,chpHardcoal,2040,capaConvResi,0.372,
usa,idaho,chpHardcoal,2015,capaConvResi,0.06,
usa,idaho,chpHardcoal,2020,capaConvResi,0.045,
usa,idaho,chpHardcoal,2025,capaConvResi,0.034,
usa,idaho,chpHardcoal,2030,capaConvResi,0.025,
usa,illinois,chpHardcoal,2015,capaConvResi,1.434,
usa,illinois,chpHardcoal,2020,capaConvResi,1.075,
usa,illinois,chpHardcoal,2025,capaConvResi,0.807,
usa,illinois,chpHardcoal,2030,capaConvResi,0.605,
usa,illinois,chpHardcoal,2035,capaConvResi,0.454,
usa,illinois,chpHardcoal,2040,capaConvResi,0.34,
usa,indiana,chpHardcoal,2015,capaConvResi,2.155,
usa,indiana,chpHardcoal,2020,capaConvResi,1.616,
usa,indiana,chpHardcoal,2025,capaConvResi,1.212,
usa,indiana,chpHardcoal,2030,capaConvResi,0.909,
usa,indiana,chpHardcoal,2035,capaConvResi,0.682,
usa,indiana,chpHardcoal,2040,capaConvResi,0.511,
usa,massachusetts,chpHardcoal,2015,capaConvResi,0.028,
usa,maryland,chpHardcoal,2015,capaConvResi,0.603,
usa,maryland,chpHardcoal,2020,capaConvResi,0.452,
usa,maryland,chpHardcoal,2025,capaConvResi,0.339,
usa,maryland,chpHardcoal,2030,capaConvResi,0.254,
usa,maryland,chpHardcoal,2035,capaConvResi,0.191,
usa,maryland,chpHardcoal,2040,capaConvResi,0.143,
usa,maine,chpHardcoal,2015,capaConvResi,0.209,
usa,maine,chpHardcoal,2020,capaConvResi,0.157,
usa,maine,chpHardcoal,2025,capaConvResi,0.118,
usa,maine,chpHardcoal,2030,capaConvResi,0.088,
usa,maine,chpHardcoal,2035,capaConvResi,0.066,
usa,maine,chpHardcoal,2040,capaConvResi,0.05,
usa,michigan,chpHardcoal,2015,capaConvResi,0.211,
usa,michigan,chpHardcoal,2020,capaConvResi,0.158,
usa,michigan,chpHardcoal,2025,capaConvResi,0.119,
usa,michigan,chpHardcoal,2030,capaConvResi,0.089,
usa,michigan,chpHardcoal,2035,capaConvResi,0.067,
usa,michigan,chpHardcoal,2040,capaConvResi,0.05,
usa,minnesota,chpHardcoal,2015,capaConvResi,0.803,
usa,minnesota,chpHardcoal,2020,capaConvResi,0.602,
usa,minnesota,chpHardcoal,2025,capaConvResi,0.452,
usa,minnesota,chpHardcoal,2030,capaConvResi,0.339,
usa,minnesota,chpHardcoal,2035,capaConvResi,0.254,
usa,minnesota,chpHardcoal,2040,capaConvResi,0.191,
usa,missouri,chpHardcoal,2015,capaConvResi,0.177,
usa,missouri,chpHardcoal,2020,capaConvResi,0.133,
usa,missouri,chpHardcoal,2025,capaConvResi,0.1,
usa,missouri,chpHardcoal,2030,capaConvResi,0.075,
usa,missouri,chpHardcoal,2035,capaConvResi,0.056,
usa,missouri,chpHardcoal,2040,capaConvResi,0.042,
usa,northCarolina,chpHardcoal,2015,capaConvResi,1.215,
usa,northCarolina,chpHardcoal,2020,capaConvResi,0.911,
usa,northCarolina,chpHardcoal,2025,capaConvResi,0.683,
usa,northCarolina,chpHardcoal,2030,capaConvResi,0.512,
usa,northCarolina,chpHardcoal,2035,capaConvResi,0.384,
usa,northCarolina,chpHardcoal,2040,capaConvResi,0.288,
usa,northDakota,chpHardcoal,2015,capaConvResi,0.307,
usa,northDakota,chpHardcoal,2020,capaConvResi,0.23,
usa,northDakota,chpHardcoal,2025,capaConvResi,0.173,
usa,northDakota,chpHardcoal,2030,capaConvResi,0.13,
usa,northDakota,chpHardcoal,2035,capaConvResi,0.097,
usa,northDakota,chpHardcoal,2040,capaConvResi,0.073,
usa,nebraska,chpHardcoal,2015,capaConvResi,0.192,
usa,nebraska,chpHardcoal,2020,capaConvResi,0.144,
usa,nebraska,chpHardcoal,2025,capaConvResi,0.108,
usa,nebraska,chpHardcoal,2030,capaConvResi,0.081,
usa,nebraska,chpHardcoal,2035,capaConvResi,0.061,
usa,nebraska,chpHardcoal,2040,capaConvResi,0.045,
usa,newJersey,chpHardcoal,2015,capaConvResi,1.297,
usa,newJersey,chpHardcoal,2020,capaConvResi,0.973,
usa,newJersey,chpHardcoal,2025,capaConvResi,0.73,
usa,newJersey,chpHardcoal,2030,capaConvResi,0.547,
usa,newJersey,chpHardcoal,2035,capaConvResi,0.41,
usa,newJersey,chpHardcoal,2040,capaConvResi,0.308,
usa,newYork,chpHardcoal,2015,capaConvResi,0.775,
usa,newYork,chpHardcoal,2020,capaConvResi,0.581,
usa,newYork,chpHardcoal,2025,capaConvResi,0.436,
usa,newYork,chpHardcoal,2030,capaConvResi,0.327,
usa,newYork,chpHardcoal,2035,capaConvResi,0.245,
usa,newYork,chpHardcoal,2040,capaConvResi,0.184,
usa,ohio,chpHardcoal,2015,capaConvResi,0.289,
usa,ohio,chpHardcoal,2020,capaConvResi,0.217,
usa,ohio,chpHardcoal,2025,capaConvResi,0.162,
usa,ohio,chpHardcoal,2030,capaConvResi,0.122,
usa,ohio,chpHardcoal,2035,capaConvResi,0.091,
usa,ohio,chpHardcoal,2040,capaConvResi,0.069,
usa,oklahoma,chpHardcoal,2015,capaConvResi,1.068,
usa,oklahoma,chpHardcoal,2020,capaConvResi,0.801,
usa,oklahoma,chpHardcoal,2025,capaConvResi,0.601,
usa,oklahoma,chpHardcoal,2030,capaConvResi,0.45,
usa,oklahoma,chpHardcoal,2035,capaConvResi,0.338,
usa,oklahoma,chpHardcoal,2040,capaConvResi,0.253,
usa,oregon,chpHardcoal,2015,capaConvResi,0.034,
usa,oregon,chpHardcoal,2020,capaConvResi,0.026,
usa,pennsylvania,chpHardcoal,2015,capaConvResi,1.882,
usa,pennsylvania,chpHardcoal,2020,capaConvResi,1.412,
usa,pennsylvania,chpHardcoal,2025,capaConvResi,1.059,
usa,pennsylvania,chpHardcoal,2030,capaConvResi,0.794,
usa,pennsylvania,chpHardcoal,2035,capaConvResi,0.596,
usa,pennsylvania,chpHardcoal,2040,capaConvResi,0.447,
usa,southCarolina,chpHardcoal,2015,capaConvResi,0.383,
usa,southCarolina,chpHardcoal,2020,capaConvResi,0.287,
usa,southCarolina,chpHardcoal,2025,capaConvResi,0.216,
usa,southCarolina,chpHardcoal,2030,capaConvResi,0.162,
usa,southCarolina,chpHardcoal,2035,capaConvResi,0.121,
usa,southCarolina,chpHardcoal,2040,capaConvResi,0.091,
usa,tennessee,chpHardcoal,2015,capaConvResi,0.515,
usa,tennessee,chpHardcoal,2020,capaConvResi,0.386,
usa,tennessee,chpHardcoal,2025,capaConvResi,0.29,
usa,tennessee,chpHardcoal,2030,capaConvResi,0.217,
usa,tennessee,chpHardcoal,2035,capaConvResi,0.163,
usa,tennessee,chpHardcoal,2040,capaConvResi,0.122,
usa,utah,chpHardcoal,2015,capaConvResi,0.143,
usa,utah,chpHardcoal,2020,capaConvResi,0.107,
usa,utah,chpHardcoal,2025,capaConvResi,0.08,
usa,utah,chpHardcoal,2030,capaConvResi,0.06,
usa,utah,chpHardcoal,2035,capaConvResi,0.045,
usa,utah,chpHardcoal,2040,capaConvResi,0.034,
usa,virginia,chpHardcoal,2015,capaConvResi,1.704,
usa,virginia,chpHardcoal,2020,capaConvResi,1.278,
usa,virginia,chpHardcoal,2025,capaConvResi,0.959,
usa,virginia,chpHardcoal,2030,capaConvResi,0.719,
usa,virginia,chpHardcoal,2035,capaConvResi,0.539,
usa,virginia,chpHardcoal,2040,capaConvResi,0.404,
usa,wisconsin,chpHardcoal,2015,capaConvResi,0.972,
usa,wisconsin,chpHardcoal,2020,capaConvResi,0.729,
usa,wisconsin,chpHardcoal,2025,capaConvResi,0.547,
usa,wisconsin,chpHardcoal,2030,capaConvResi,0.41,
usa,wisconsin,chpHardcoal,2035,capaConvResi,0.308,
usa,wisconsin,chpHardcoal,2040,capaConvResi,0.231,
usa,westVirginia,chpHardcoal,2015,capaConvResi,0.963,
usa,westVirginia,chpHardcoal,2020,capaConvResi,0.723,
usa,westVirginia,chpHardcoal,2025,capaConvResi,0.542,
usa,westVirginia,chpHardcoal,2030,capaConvResi,0.406,
usa,westVirginia,chpHardcoal,2035,capaConvResi,0.305,
usa,westVirginia,chpHardcoal,2040,capaConvResi,0.229,
usa,wyoming,chpHardcoal,2015,capaConvResi,0.074,
usa,wyoming,chpHardcoal,2020,capaConvResi,0.055,
usa,wyoming,chpHardcoal,2025,capaConvResi,0.042,
usa,wyoming,chpHardcoal,2030,capaConvResi,0.031,
usa,alabama,chpGas,2015,capaConvResi,4.507,
usa,alabama,chpGas,2020,capaConvResi,3.38,
usa,alabama,chpGas,2025,capaConvResi,2.535,
usa,alabama,chpGas,2030,capaConvResi,1.901,
usa,alabama,chpGas,2035,capaConvResi,1.426,
usa,alabama,chpGas,2040,capaConvResi,1.069,
usa,alabama,chpGas,2045,capaConvResi,0.802,
usa,alabama,chpGas,2050,capaConvResi,0.602,
usa,arkansas,chpGas,2015,capaConvResi,0.439,
usa,arkansas,chpGas,2020,capaConvResi,0.329,
usa,arkansas,chpGas,2025,capaConvResi,0.247,
usa,arkansas,chpGas,2030,capaConvResi,0.185,
usa,arkansas,chpGas,2035,capaConvResi,0.139,
usa,arkansas,chpGas,2040,capaConvResi,0.104,
usa,arkansas,chpGas,2045,capaConvResi,0.078,
usa,arkansas,chpGas,2050,capaConvResi,0.059,
usa,arizona,chpGas,2015,capaConvResi,0.153,
usa,arizona,chpGas,2020,capaConvResi,0.115,
usa,arizona,chpGas,2025,capaConvResi,0.086,
usa,arizona,chpGas,2030,capaConvResi,0.065,
usa,arizona,chpGas,2035,capaConvResi,0.049,
usa,arizona,chpGas,2040,capaConvResi,0.036,
usa,arizona,chpGas,2045,capaConvResi,0.027,
usa,arizona,chpGas,2050,capaConvResi,0.02,
usa,california,chpGas,2015,capaConvResi,13.652,
usa,california,chpGas,2020,capaConvResi,10.239,
usa,california,chpGas,2025,capaConvResi,7.679,
usa,california,chpGas,2030,capaConvResi,5.759,
usa,california,chpGas,2035,capaConvResi,4.319,
usa,california,chpGas,2040,capaConvResi,3.24,
usa,california,chpGas,2045,capaConvResi,2.43,
usa,california,chpGas,2050,capaConvResi,1.822,
usa,colorado,chpGas,2015,capaConvResi,0.832,
usa,colorado,chpGas,2020,capaConvResi,0.624,
usa,colorado,chpGas,2025,capaConvResi,0.468,
usa,colorado,chpGas,2030,capaConvResi,0.351,
usa,colorado,chpGas,2035,capaConvResi,0.263,
usa,colorado,chpGas,2040,capaConvResi,0.197,
usa,colorado,chpGas,2045,capaConvResi,0.148,
usa,colorado,chpGas,2050,capaConvResi,0.111,
usa,connecticut,chpGas,2015,capaConvResi,0.91,
usa,connecticut,chpGas,2020,capaConvResi,0.683,
usa,connecticut,chpGas,2025,capaConvResi,0.512,
usa,connecticut,chpGas,2030,capaConvResi,0.384,
usa,connecticut,chpGas,2035,capaConvResi,0.288,
usa,connecticut,chpGas,2040,capaConvResi,0.216,
usa,connecticut,chpGas,2045,capaConvResi,0.162,
usa,connecticut,chpGas,2050,capaConvResi,0.122,
usa,delaware,chpGas,2015,capaConvResi,0.443,
usa,delaware,chpGas,2020,capaConvResi,0.332,
usa,delaware,chpGas,2025,capaConvResi,0.249,
usa,delaware,chpGas,2030,capaConvResi,0.187,
usa,delaware,chpGas,2035,capaConvResi,0.14,
usa,delaware,chpGas,2040,capaConvResi,0.105,
usa,delaware,chpGas,2045,capaConvResi,0.079,
usa,delaware,chpGas,2050,capaConvResi,0.059,
usa,florida,chpGas,2015,capaConvResi,1.945,
usa,florida,chpGas,2020,capaConvResi,1.459,
usa,florida,chpGas,2025,capaConvResi,1.094,
usa,florida,chpGas,2030,capaConvResi,0.821,
usa,florida,chpGas,2035,capaConvResi,0.615,
usa,florida,chpGas,2040,capaConvResi,0.462,
usa,florida,chpGas,2045,capaConvResi,0.346,
usa,florida,chpGas,2050,capaConvResi,0.26,
usa,georgia,chpGas,2015,capaConvResi,0.553,
usa,georgia,chpGas,2020,capaConvResi,0.415,
usa,georgia,chpGas,2025,capaConvResi,0.311,
usa,georgia,chpGas,2030,capaConvResi,0.233,
usa,georgia,chpGas,2035,capaConvResi,0.175,
usa,georgia,chpGas,2040,capaConvResi,0.131,
usa,georgia,chpGas,2045,capaConvResi,0.098,
usa,georgia,chpGas,2050,capaConvResi,0.074,
usa,iowa,chpGas,2015,capaConvResi,0.145,
usa,iowa,chpGas,2020,capaConvResi,0.109,
usa,iowa,chpGas,2025,capaConvResi,0.082,
usa,iowa,chpGas,2030,capaConvResi,0.061,
usa,iowa,chpGas,2035,capaConvResi,0.046,
usa,iowa,chpGas,2040,capaConvResi,0.035,
usa,iowa,chpGas,2045,capaConvResi,0.026,
usa,iowa,chpGas,2050,capaConvResi,0.019,
usa,idaho,chpGas,2015,capaConvResi,0.027,
usa,idaho,chpGas,2020,capaConvResi,0.021,
usa,illinois,chpGas,2015,capaConvResi,0.967,
usa,illinois,chpGas,2020,capaConvResi,0.725,
usa,illinois,chpGas,2025,capaConvResi,0.544,
usa,illinois,chpGas,2030,capaConvResi,0.408,
