region_2,carrier_1,timestep_2,technology_1,technology_2,parameter,value
southCarolina,mobilityPassenger,2040,psngRoad,,genLow,119661.6
southCarolina,mobilityPassenger,2045,psngRoad,,genLow,131487.6
southCarolina,mobilityPassenger,2050,psngRoad,,genLow,144452.4
southDakota,mobilityPassenger,2015,psngRoad,,genLow,12614.4
southDakota,mobilityPassenger,2020,psngRoad,,genLow,13840.8
southDakota,mobilityPassenger,2025,psngRoad,,genLow,15242.4
southDakota,mobilityPassenger,2030,psngRoad,,genLow,16731.6
southDakota,mobilityPassenger,2035,psngRoad,,genLow,18396
southDakota,mobilityPassenger,2040,psngRoad,,genLow,20235.6
southDakota,mobilityPassenger,2045,psngRoad,,genLow,22250.4
southDakota,mobilityPassenger,2050,psngRoad,,genLow,24440.4
tennessee,mobilityPassenger,2015,psngRoad,,genLow,103455.6
tennessee,mobilityPassenger,2020,psngRoad,,genLow,113617.2
tennessee,mobilityPassenger,2025,psngRoad,,genLow,124830
tennessee,mobilityPassenger,2030,psngRoad,,genLow,137181.6
tennessee,mobilityPassenger,2035,psngRoad,,genLow,150759.6
tennessee,mobilityPassenger,2040,psngRoad,,genLow,165651.6
tennessee,mobilityPassenger,2045,psngRoad,,genLow,181945.2
tennessee,mobilityPassenger,2050,psngRoad,,genLow,199903.2
texas,mobilityPassenger,2015,psngRoad,,genLow,344618.4
texas,mobilityPassenger,2020,psngRoad,,genLow,378607.2
texas,mobilityPassenger,2025,psngRoad,,genLow,416012.4
texas,mobilityPassenger,2030,psngRoad,,genLow,457009.2
texas,mobilityPassenger,2035,psngRoad,,genLow,502123.2
texas,mobilityPassenger,2040,psngRoad,,genLow,551704.8
texas,mobilityPassenger,2045,psngRoad,,genLow,606192
texas,mobilityPassenger,2050,psngRoad,,genLow,665935.2
utah,mobilityPassenger,2015,psngRoad,,genLow,37668
utah,mobilityPassenger,2020,psngRoad,,genLow,41434.8
utah,mobilityPassenger,2025,psngRoad,,genLow,45552
utah,mobilityPassenger,2030,psngRoad,,genLow,50019.6
utah,mobilityPassenger,2035,psngRoad,,genLow,55012.8
utah,mobilityPassenger,2040,psngRoad,,genLow,60444
utah,mobilityPassenger,2045,psngRoad,,genLow,66400.8
utah,mobilityPassenger,2050,psngRoad,,genLow,72883.2
vermont,mobilityPassenger,2015,psngRoad,,genLow,9898.8
vermont,mobilityPassenger,2020,psngRoad,,genLow,10950
vermont,mobilityPassenger,2025,psngRoad,,genLow,12001.2
vermont,mobilityPassenger,2030,psngRoad,,genLow,13227.6
vermont,mobilityPassenger,2035,psngRoad,,genLow,14454
vermont,mobilityPassenger,2040,psngRoad,,genLow,15943.2
vermont,mobilityPassenger,2045,psngRoad,,genLow,17520
vermont,mobilityPassenger,2050,psngRoad,,genLow,19272
virginia,mobilityPassenger,2015,psngRoad,,genLow,116595.6
virginia,mobilityPassenger,2020,psngRoad,,genLow,128071.2
virginia,mobilityPassenger,2025,psngRoad,,genLow,140773.2
virginia,mobilityPassenger,2030,psngRoad,,genLow,154614
virginia,mobilityPassenger,2035,psngRoad,,genLow,169856.4
virginia,mobilityPassenger,2040,psngRoad,,genLow,186675.6
virginia,mobilityPassenger,2045,psngRoad,,genLow,205071.6
virginia,mobilityPassenger,2050,psngRoad,,genLow,225307.2
washington,mobilityPassenger,2015,psngRoad,,genLow,78664.8
washington,mobilityPassenger,2020,psngRoad,,genLow,86461.2
washington,mobilityPassenger,2025,psngRoad,,genLow,94958.4
washington,mobilityPassenger,2030,psngRoad,,genLow,104331.6
washington,mobilityPassenger,2035,psngRoad,,genLow,114668.4
washington,mobilityPassenger,2040,psngRoad,,genLow,125968.8
washington,mobilityPassenger,2045,psngRoad,,genLow,138408
washington,mobilityPassenger,2050,psngRoad,,genLow,152073.6
westVirginia,mobilityPassenger,2015,psngRoad,,genLow,48793.2
westVirginia,mobilityPassenger,2020,psngRoad,,genLow,53698.8
westVirginia,mobilityPassenger,2025,psngRoad,,genLow,58954.8
westVirginia,mobilityPassenger,2030,psngRoad,,genLow,64736.4
westVirginia,mobilityPassenger,2035,psngRoad,,genLow,71131.2
westVirginia,mobilityPassenger,2040,psngRoad,,genLow,78226.8
westVirginia,mobilityPassenger,2045,psngRoad,,genLow,85935.6
westVirginia,mobilityPassenger,2050,psngRoad,,genLow,94432.8
wisconsin,mobilityPassenger,2015,psngRoad,,genLow,85935.6
wisconsin,mobilityPassenger,2020,psngRoad,,genLow,94432.8
wisconsin,mobilityPassenger,2025,psngRoad,,genLow,103718.4
wisconsin,mobilityPassenger,2030,psngRoad,,genLow,113967.6
wisconsin,mobilityPassenger,2035,psngRoad,,genLow,125268
wisconsin,mobilityPassenger,2040,psngRoad,,genLow,137619.6
wisconsin,mobilityPassenger,2045,psngRoad,,genLow,151197.6
wisconsin,mobilityPassenger,2050,psngRoad,,genLow,166089.6
wyoming,mobilityPassenger,2015,psngRoad,,genLow,12964.8
wyoming,mobilityPassenger,2020,psngRoad,,genLow,14278.8
wyoming,mobilityPassenger,2025,psngRoad,,genLow,15680.4
wyoming,mobilityPassenger,2030,psngRoad,,genLow,17169.6
wyoming,mobilityPassenger,2035,psngRoad,,genLow,18921.6
wyoming,mobilityPassenger,2040,psngRoad,,genLow,20761.2
wyoming,mobilityPassenger,2045,psngRoad,,genLow,22863.6
wyoming,mobilityPassenger,2050,psngRoad,,genLow,25053.6
alabama,mobilityFreight,2015,frtRail,frtRailFossil,genLow,15768
alabama,mobilityFreight,2020,frtRail,frtRailFossil,genLow,18396
alabama,mobilityFreight,2025,frtRail,frtRailFossil,genLow,13140
alabama,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
alabama,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
alabama,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
alabama,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
alabama,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
alaska,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
arizona,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
arizona,mobilityFreight,2020,frtRail,frtRailFossil,genLow,7884
arizona,mobilityFreight,2025,frtRail,frtRailFossil,genLow,5256
arizona,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
arizona,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
arizona,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
arizona,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
arizona,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
arkansas,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
arkansas,mobilityFreight,2020,frtRail,frtRailFossil,genLow,10512
arkansas,mobilityFreight,2025,frtRail,frtRailFossil,genLow,7884
arkansas,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
arkansas,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
arkansas,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
arkansas,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
arkansas,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
bajaCalifornia,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
bajaCaliforniaSur,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
california,mobilityFreight,2015,frtRail,frtRailFossil,genLow,47304
california,mobilityFreight,2020,frtRail,frtRailFossil,genLow,49932
california,mobilityFreight,2025,frtRail,frtRailFossil,genLow,39420
california,mobilityFreight,2030,frtRail,frtRailFossil,genLow,28908
california,mobilityFreight,2035,frtRail,frtRailFossil,genLow,13140
california,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
california,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
california,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
canada_,mobilityFreight,2015,frtRail,frtRailFossil,genLow,63072
canada_,mobilityFreight,2020,frtRail,frtRailFossil,genLow,68328
canada_,mobilityFreight,2025,frtRail,frtRailFossil,genLow,55188
canada_,mobilityFreight,2030,frtRail,frtRailFossil,genLow,39420
canada_,mobilityFreight,2035,frtRail,frtRailFossil,genLow,21024
canada_,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
canada_,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
canada_,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
central,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
colorado,mobilityFreight,2015,frtRail,frtRailFossil,genLow,10512
colorado,mobilityFreight,2020,frtRail,frtRailFossil,genLow,13140
colorado,mobilityFreight,2025,frtRail,frtRailFossil,genLow,10512
colorado,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
colorado,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
colorado,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
colorado,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
colorado,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2020,frtRail,frtRailFossil,genLow,2628
connecticut,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
connecticut,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
delaware,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
florida,mobilityFreight,2015,frtRail,frtRailFossil,genLow,15768
florida,mobilityFreight,2020,frtRail,frtRailFossil,genLow,18396
florida,mobilityFreight,2025,frtRail,frtRailFossil,genLow,13140
florida,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
florida,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
florida,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
florida,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
florida,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
georgia,mobilityFreight,2015,frtRail,frtRailFossil,genLow,21024
georgia,mobilityFreight,2020,frtRail,frtRailFossil,genLow,21024
georgia,mobilityFreight,2025,frtRail,frtRailFossil,genLow,18396
georgia,mobilityFreight,2030,frtRail,frtRailFossil,genLow,13140
georgia,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
georgia,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
georgia,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
georgia,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
idaho,mobilityFreight,2015,frtRail,frtRailFossil,genLow,5256
idaho,mobilityFreight,2020,frtRail,frtRailFossil,genLow,7884
idaho,mobilityFreight,2025,frtRail,frtRailFossil,genLow,5256
idaho,mobilityFreight,2030,frtRail,frtRailFossil,genLow,2628
idaho,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
idaho,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
idaho,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
idaho,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
illinois,mobilityFreight,2015,frtRail,frtRailFossil,genLow,57816
illinois,mobilityFreight,2020,frtRail,frtRailFossil,genLow,63072
illinois,mobilityFreight,2025,frtRail,frtRailFossil,genLow,49932
illinois,mobilityFreight,2030,frtRail,frtRailFossil,genLow,36792
illinois,mobilityFreight,2035,frtRail,frtRailFossil,genLow,18396
illinois,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
illinois,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
illinois,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
indiana,mobilityFreight,2015,frtRail,frtRailFossil,genLow,15768
indiana,mobilityFreight,2020,frtRail,frtRailFossil,genLow,18396
indiana,mobilityFreight,2025,frtRail,frtRailFossil,genLow,15768
indiana,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
indiana,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
indiana,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
indiana,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
indiana,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
iowa,mobilityFreight,2015,frtRail,frtRailFossil,genLow,26280
iowa,mobilityFreight,2020,frtRail,frtRailFossil,genLow,28908
iowa,mobilityFreight,2025,frtRail,frtRailFossil,genLow,23652
iowa,mobilityFreight,2030,frtRail,frtRailFossil,genLow,15768
iowa,mobilityFreight,2035,frtRail,frtRailFossil,genLow,7884
iowa,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
iowa,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
iowa,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
kansas,mobilityFreight,2015,frtRail,frtRailFossil,genLow,18396
kansas,mobilityFreight,2020,frtRail,frtRailFossil,genLow,21024
kansas,mobilityFreight,2025,frtRail,frtRailFossil,genLow,15768
kansas,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
kansas,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
kansas,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
kansas,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
kansas,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
kentucky,mobilityFreight,2015,frtRail,frtRailFossil,genLow,18396
kentucky,mobilityFreight,2020,frtRail,frtRailFossil,genLow,18396
kentucky,mobilityFreight,2025,frtRail,frtRailFossil,genLow,15768
kentucky,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
kentucky,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
kentucky,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
kentucky,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
kentucky,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
louisiana,mobilityFreight,2015,frtRail,frtRailFossil,genLow,36792
louisiana,mobilityFreight,2020,frtRail,frtRailFossil,genLow,42048
louisiana,mobilityFreight,2025,frtRail,frtRailFossil,genLow,34164
louisiana,mobilityFreight,2030,frtRail,frtRailFossil,genLow,23652
louisiana,mobilityFreight,2035,frtRail,frtRailFossil,genLow,13140
louisiana,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
louisiana,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
louisiana,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
maine,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
maryland,mobilityFreight,2015,frtRail,frtRailFossil,genLow,5256
maryland,mobilityFreight,2020,frtRail,frtRailFossil,genLow,5256
maryland,mobilityFreight,2025,frtRail,frtRailFossil,genLow,5256
maryland,mobilityFreight,2030,frtRail,frtRailFossil,genLow,2628
maryland,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
maryland,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
maryland,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
maryland,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
massachusetts,mobilityFreight,2015,frtRail,frtRailFossil,genLow,2628
massachusetts,mobilityFreight,2020,frtRail,frtRailFossil,genLow,2628
massachusetts,mobilityFreight,2025,frtRail,frtRailFossil,genLow,2628
massachusetts,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
massachusetts,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
massachusetts,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
massachusetts,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
massachusetts,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
michigan,mobilityFreight,2015,frtRail,frtRailFossil,genLow,28908
michigan,mobilityFreight,2020,frtRail,frtRailFossil,genLow,34164
michigan,mobilityFreight,2025,frtRail,frtRailFossil,genLow,26280
michigan,mobilityFreight,2030,frtRail,frtRailFossil,genLow,18396
michigan,mobilityFreight,2035,frtRail,frtRailFossil,genLow,7884
michigan,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
michigan,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
michigan,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
minnesota,mobilityFreight,2015,frtRail,frtRailFossil,genLow,39420
minnesota,mobilityFreight,2020,frtRail,frtRailFossil,genLow,42048
minnesota,mobilityFreight,2025,frtRail,frtRailFossil,genLow,34164
minnesota,mobilityFreight,2030,frtRail,frtRailFossil,genLow,26280
minnesota,mobilityFreight,2035,frtRail,frtRailFossil,genLow,13140
minnesota,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
minnesota,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
minnesota,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
mississippi,mobilityFreight,2015,frtRail,frtRailFossil,genLow,2628
mississippi,mobilityFreight,2020,frtRail,frtRailFossil,genLow,5256
mississippi,mobilityFreight,2025,frtRail,frtRailFossil,genLow,2628
mississippi,mobilityFreight,2030,frtRail,frtRailFossil,genLow,2628
mississippi,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
mississippi,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
mississippi,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
mississippi,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
missouri,mobilityFreight,2015,frtRail,frtRailFossil,genLow,21024
missouri,mobilityFreight,2020,frtRail,frtRailFossil,genLow,23652
missouri,mobilityFreight,2025,frtRail,frtRailFossil,genLow,18396
missouri,mobilityFreight,2030,frtRail,frtRailFossil,genLow,13140
missouri,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
missouri,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
missouri,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
missouri,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
montana,mobilityFreight,2015,frtRail,frtRailFossil,genLow,21024
montana,mobilityFreight,2020,frtRail,frtRailFossil,genLow,23652
montana,mobilityFreight,2025,frtRail,frtRailFossil,genLow,18396
montana,mobilityFreight,2030,frtRail,frtRailFossil,genLow,13140
montana,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
montana,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
montana,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
montana,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
nebraska,mobilityFreight,2015,frtRail,frtRailFossil,genLow,23652
nebraska,mobilityFreight,2020,frtRail,frtRailFossil,genLow,26280
nebraska,mobilityFreight,2025,frtRail,frtRailFossil,genLow,21024
nebraska,mobilityFreight,2030,frtRail,frtRailFossil,genLow,15768
nebraska,mobilityFreight,2035,frtRail,frtRailFossil,genLow,7884
nebraska,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
nebraska,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
nebraska,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
nevada,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
newHampshire,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
newJersey,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
newJersey,mobilityFreight,2020,frtRail,frtRailFossil,genLow,10512
newJersey,mobilityFreight,2025,frtRail,frtRailFossil,genLow,7884
newJersey,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
newJersey,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
newJersey,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
newJersey,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
newJersey,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
newMexico,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
newYork,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
newYork,mobilityFreight,2020,frtRail,frtRailFossil,genLow,10512
newYork,mobilityFreight,2025,frtRail,frtRailFossil,genLow,7884
newYork,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
newYork,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
newYork,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
newYork,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
newYork,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
noreste,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
noroeste,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
norte,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
northCarolina,mobilityFreight,2015,frtRail,frtRailFossil,genLow,13140
northCarolina,mobilityFreight,2020,frtRail,frtRailFossil,genLow,13140
northCarolina,mobilityFreight,2025,frtRail,frtRailFossil,genLow,10512
northCarolina,mobilityFreight,2030,frtRail,frtRailFossil,genLow,7884
northCarolina,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
northCarolina,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
northCarolina,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
northCarolina,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
northDakota,mobilityFreight,2015,frtRail,frtRailFossil,genLow,31536
northDakota,mobilityFreight,2020,frtRail,frtRailFossil,genLow,34164
northDakota,mobilityFreight,2025,frtRail,frtRailFossil,genLow,28908
northDakota,mobilityFreight,2030,frtRail,frtRailFossil,genLow,21024
northDakota,mobilityFreight,2035,frtRail,frtRailFossil,genLow,10512
northDakota,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
northDakota,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
northDakota,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
