region_2,carrier_1,timestep_2,technology_1,technology_2,parameter,value
newYork,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
noreste,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
noreste,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
noroeste,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
norte,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
northCarolina,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
northCarolina,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
northCarolina,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
northCarolina,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
northCarolina,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
northCarolina,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
northCarolina,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
northCarolina,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
northDakota,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
occidental,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
occidental,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
occidental,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
ohio,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
ohio,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
ohio,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
ohio,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
ohio,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
ohio,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
ohio,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
ohio,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
oklahoma,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
oregon,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
oregon,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
oregon,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
oregon,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
oregon,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
oregon,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
oregon,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
oregon,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
oriental,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
oriental,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
oriental,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
peninsular,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
peninsular,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
peninsular,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
pennsylvania,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
rhodeIsland,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
rhodeIsland,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
rhodeIsland,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
southCarolina,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
southDakota,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
tennessee,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
tennessee,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
tennessee,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
tennessee,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
tennessee,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
tennessee,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
tennessee,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
tennessee,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
texas,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
texas,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
texas,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
texas,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
texas,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
texas,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
texas,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
texas,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
utah,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
utah,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
utah,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
utah,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
utah,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
utah,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
utah,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
utah,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
vermont,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
virginia,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
virginia,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
virginia,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
virginia,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
virginia,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
virginia,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
virginia,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
virginia,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
washington,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
washington,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
washington,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
washington,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
washington,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
washington,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
washington,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
washington,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
westVirginia,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
wisconsin,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0.00E+00
wisconsin,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0.00E+00
wisconsin,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0.00E+00
wisconsin,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0.00E+00
wisconsin,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0.00E+00
wisconsin,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
wisconsin,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
wisconsin,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2015,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2020,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2025,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2030,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2035,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2040,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2045,psngRail,psngRailFossil,genLow,0
wyoming,mobilityPassenger,2050,psngRail,psngRailFossil,genLow,0
alabama,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
alabama,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
alaska,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
arizona,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
arizona,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
arizona,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
arizona,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0.00E+00
arizona,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0.00E+00
arizona,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
arizona,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
arizona,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
arkansas,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
bajaCalifornia,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
bajaCalifornia,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
bajaCaliforniaSur,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
california,mobilityPassenger,2040,psngRail,psngRailRe,genLow,700.8
california,mobilityPassenger,2045,psngRail,psngRailRe,genLow,788.4
california,mobilityPassenger,2050,psngRail,psngRailRe,genLow,876
canada_,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
canada_,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
canada_,mobilityPassenger,2025,psngRail,psngRailRe,genLow,876
canada_,mobilityPassenger,2030,psngRail,psngRailRe,genLow,2014.8
canada_,mobilityPassenger,2035,psngRail,psngRailRe,genLow,3241.2
canada_,mobilityPassenger,2040,psngRail,psngRailRe,genLow,9811.2
canada_,mobilityPassenger,2045,psngRail,psngRailRe,genLow,10336.8
canada_,mobilityPassenger,2050,psngRail,psngRailRe,genLow,12439.2
central,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
central,mobilityPassenger,2050,psngRail,psngRailRe,genLow,87.6
colorado,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
colorado,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
colorado,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
connecticut,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0.00E+00
connecticut,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
connecticut,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
delaware,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
florida,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
florida,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
florida,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
florida,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0.00E+00
florida,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0.00E+00
florida,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
florida,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
florida,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
georgia,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0.00E+00
georgia,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
georgia,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
idaho,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
illinois,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
illinois,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
illinois,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
illinois,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
illinois,mobilityPassenger,2035,psngRail,psngRailRe,genLow,175.2
illinois,mobilityPassenger,2040,psngRail,psngRailRe,genLow,788.4
illinois,mobilityPassenger,2045,psngRail,psngRailRe,genLow,1138.8
illinois,mobilityPassenger,2050,psngRail,psngRailRe,genLow,1226.4
indiana,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
indiana,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
iowa,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
kansas,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
kentucky,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
louisiana,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
louisiana,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
louisiana,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0.00E+00
louisiana,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0.00E+00
louisiana,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0.00E+00
louisiana,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
louisiana,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
louisiana,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2040,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2045,psngRail,psngRailRe,genLow,0
maine,mobilityPassenger,2050,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2030,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2035,psngRail,psngRailRe,genLow,0
maryland,mobilityPassenger,2040,psngRail,psngRailRe,genLow,87.6
maryland,mobilityPassenger,2045,psngRail,psngRailRe,genLow,87.6
maryland,mobilityPassenger,2050,psngRail,psngRailRe,genLow,87.6
massachusetts,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
massachusetts,mobilityPassenger,2020,psngRail,psngRailRe,genLow,0
massachusetts,mobilityPassenger,2025,psngRail,psngRailRe,genLow,0
massachusetts,mobilityPassenger,2030,psngRail,psngRailRe,genLow,87.6
massachusetts,mobilityPassenger,2035,psngRail,psngRailRe,genLow,87.6
massachusetts,mobilityPassenger,2040,psngRail,psngRailRe,genLow,525.6
massachusetts,mobilityPassenger,2045,psngRail,psngRailRe,genLow,700.8
massachusetts,mobilityPassenger,2050,psngRail,psngRailRe,genLow,788.4
michigan,mobilityPassenger,2015,psngRail,psngRailRe,genLow,0
