region_1,region_2,carrier_1,timestep_2,timestep_3,parameter,value
usa,southCarolina,power,2035,q3a,dem,15.16
usa,southCarolina,power,2040,q3a,dem,16.66
usa,southCarolina,power,2045,q3a,dem,18.3
usa,southCarolina,power,2050,q3a,dem,20.11
usa,southCarolina,power,2015,q4n,dem,8.62
usa,southCarolina,power,2020,q4n,dem,9.47
usa,southCarolina,power,2025,q4n,dem,10.4
usa,southCarolina,power,2030,q4n,dem,11.43
usa,southCarolina,power,2035,q4n,dem,12.56
usa,southCarolina,power,2040,q4n,dem,13.8
usa,southCarolina,power,2045,q4n,dem,15.16
usa,southCarolina,power,2050,q4n,dem,16.66
usa,southCarolina,power,2015,q4m,dem,4.61
usa,southCarolina,power,2020,q4m,dem,5.06
usa,southCarolina,power,2025,q4m,dem,5.56
usa,southCarolina,power,2030,q4m,dem,6.11
usa,southCarolina,power,2035,q4m,dem,6.71
usa,southCarolina,power,2040,q4m,dem,7.38
usa,southCarolina,power,2045,q4m,dem,8.11
usa,southCarolina,power,2050,q4m,dem,8.91
usa,southCarolina,power,2015,q4p,dem,12.63
usa,southCarolina,power,2020,q4p,dem,13.87
usa,southCarolina,power,2025,q4p,dem,15.24
usa,southCarolina,power,2030,q4p,dem,16.74
usa,southCarolina,power,2035,q4p,dem,18.4
usa,southCarolina,power,2040,q4p,dem,20.21
usa,southCarolina,power,2045,q4p,dem,22.21
usa,southCarolina,power,2050,q4p,dem,24.4
usa,southCarolina,power,2015,q4a,dem,9.12
usa,southCarolina,power,2020,q4a,dem,10.03
usa,southCarolina,power,2025,q4a,dem,11.01
usa,southCarolina,power,2030,q4a,dem,12.1
usa,southCarolina,power,2035,q4a,dem,13.3
usa,southCarolina,power,2040,q4a,dem,14.61
usa,southCarolina,power,2045,q4a,dem,16.05
usa,southCarolina,power,2050,q4a,dem,17.63
usa,southDakota,power,2015,q1n,dem,1.93
usa,southDakota,power,2020,q1n,dem,2.12
usa,southDakota,power,2025,q1n,dem,2.33
usa,southDakota,power,2030,q1n,dem,2.56
usa,southDakota,power,2035,q1n,dem,2.81
usa,southDakota,power,2040,q1n,dem,3.09
usa,southDakota,power,2045,q1n,dem,3.39
usa,southDakota,power,2050,q1n,dem,3.73
usa,southDakota,power,2015,q1m,dem,0.7
usa,southDakota,power,2020,q1m,dem,0.77
usa,southDakota,power,2025,q1m,dem,0.84
usa,southDakota,power,2030,q1m,dem,0.93
usa,southDakota,power,2035,q1m,dem,1.02
usa,southDakota,power,2040,q1m,dem,1.12
usa,southDakota,power,2045,q1m,dem,1.23
usa,southDakota,power,2050,q1m,dem,1.35
usa,southDakota,power,2015,q1p,dem,2.14
usa,southDakota,power,2020,q1p,dem,2.35
usa,southDakota,power,2025,q1p,dem,2.58
usa,southDakota,power,2030,q1p,dem,2.83
usa,southDakota,power,2035,q1p,dem,3.11
usa,southDakota,power,2040,q1p,dem,3.42
usa,southDakota,power,2045,q1p,dem,3.76
usa,southDakota,power,2050,q1p,dem,4.13
usa,southDakota,power,2015,q1a,dem,1.69
usa,southDakota,power,2020,q1a,dem,1.86
usa,southDakota,power,2025,q1a,dem,2.04
usa,southDakota,power,2030,q1a,dem,2.24
usa,southDakota,power,2035,q1a,dem,2.46
usa,southDakota,power,2040,q1a,dem,2.7
usa,southDakota,power,2045,q1a,dem,2.97
usa,southDakota,power,2050,q1a,dem,3.26
usa,southDakota,power,2015,q2n,dem,1.33
usa,southDakota,power,2020,q2n,dem,1.46
usa,southDakota,power,2025,q2n,dem,1.6
usa,southDakota,power,2030,q2n,dem,1.76
usa,southDakota,power,2035,q2n,dem,1.93
usa,southDakota,power,2040,q2n,dem,2.12
usa,southDakota,power,2045,q2n,dem,2.33
usa,southDakota,power,2050,q2n,dem,2.56
usa,southDakota,power,2015,q2m,dem,0.58
usa,southDakota,power,2020,q2m,dem,0.63
usa,southDakota,power,2025,q2m,dem,0.7
usa,southDakota,power,2030,q2m,dem,0.77
usa,southDakota,power,2035,q2m,dem,0.84
usa,southDakota,power,2040,q2m,dem,0.93
usa,southDakota,power,2045,q2m,dem,1.02
usa,southDakota,power,2050,q2m,dem,1.12
usa,southDakota,power,2015,q2p,dem,1.65
usa,southDakota,power,2020,q2p,dem,1.81
usa,southDakota,power,2025,q2p,dem,1.99
usa,southDakota,power,2030,q2p,dem,2.19
usa,southDakota,power,2035,q2p,dem,2.41
usa,southDakota,power,2040,q2p,dem,2.64
usa,southDakota,power,2045,q2p,dem,2.9
usa,southDakota,power,2050,q2p,dem,3.19
usa,southDakota,power,2015,q2a,dem,1.2
usa,southDakota,power,2020,q2a,dem,1.32
usa,southDakota,power,2025,q2a,dem,1.45
usa,southDakota,power,2030,q2a,dem,1.6
usa,southDakota,power,2035,q2a,dem,1.76
usa,southDakota,power,2040,q2a,dem,1.93
usa,southDakota,power,2045,q2a,dem,2.12
usa,southDakota,power,2050,q2a,dem,2.33
usa,southDakota,power,2015,q3n,dem,1.2
usa,southDakota,power,2020,q3n,dem,1.32
usa,southDakota,power,2025,q3n,dem,1.45
usa,southDakota,power,2030,q3n,dem,1.6
usa,southDakota,power,2035,q3n,dem,1.75
usa,southDakota,power,2040,q3n,dem,1.93
usa,southDakota,power,2045,q3n,dem,2.12
usa,southDakota,power,2050,q3n,dem,2.32
usa,southDakota,power,2015,q3m,dem,0.51
usa,southDakota,power,2020,q3m,dem,0.57
usa,southDakota,power,2025,q3m,dem,0.62
usa,southDakota,power,2030,q3m,dem,0.68
usa,southDakota,power,2035,q3m,dem,0.75
usa,southDakota,power,2040,q3m,dem,0.82
usa,southDakota,power,2045,q3m,dem,0.91
usa,southDakota,power,2050,q3m,dem,0.99
usa,southDakota,power,2015,q3p,dem,1.76
usa,southDakota,power,2020,q3p,dem,1.94
usa,southDakota,power,2025,q3p,dem,2.13
usa,southDakota,power,2030,q3p,dem,2.34
usa,southDakota,power,2035,q3p,dem,2.57
usa,southDakota,power,2040,q3p,dem,2.82
usa,southDakota,power,2045,q3p,dem,3.1
usa,southDakota,power,2050,q3p,dem,3.4
usa,southDakota,power,2015,q3a,dem,1.39
usa,southDakota,power,2020,q3a,dem,1.53
usa,southDakota,power,2025,q3a,dem,1.68
usa,southDakota,power,2030,q3a,dem,1.85
usa,southDakota,power,2035,q3a,dem,2.03
usa,southDakota,power,2040,q3a,dem,2.23
usa,southDakota,power,2045,q3a,dem,2.45
usa,southDakota,power,2050,q3a,dem,2.69
usa,southDakota,power,2015,q4n,dem,1.67
usa,southDakota,power,2020,q4n,dem,1.84
usa,southDakota,power,2025,q4n,dem,2.02
usa,southDakota,power,2030,q4n,dem,2.22
usa,southDakota,power,2035,q4n,dem,2.44
usa,southDakota,power,2040,q4n,dem,2.68
usa,southDakota,power,2045,q4n,dem,2.94
usa,southDakota,power,2050,q4n,dem,3.23
usa,southDakota,power,2015,q4m,dem,0.66
usa,southDakota,power,2020,q4m,dem,0.73
usa,southDakota,power,2025,q4m,dem,0.8
usa,southDakota,power,2030,q4m,dem,0.88
usa,southDakota,power,2035,q4m,dem,0.97
usa,southDakota,power,2040,q4m,dem,1.06
usa,southDakota,power,2045,q4m,dem,1.17
usa,southDakota,power,2050,q4m,dem,1.28
usa,southDakota,power,2015,q4p,dem,2.02
usa,southDakota,power,2020,q4p,dem,2.22
usa,southDakota,power,2025,q4p,dem,2.44
usa,southDakota,power,2030,q4p,dem,2.68
usa,southDakota,power,2035,q4p,dem,2.94
usa,southDakota,power,2040,q4p,dem,3.23
usa,southDakota,power,2045,q4p,dem,3.55
usa,southDakota,power,2050,q4p,dem,3.9
usa,southDakota,power,2015,q4a,dem,1.66
usa,southDakota,power,2020,q4a,dem,1.83
usa,southDakota,power,2025,q4a,dem,2.01
usa,southDakota,power,2030,q4a,dem,2.2
usa,southDakota,power,2035,q4a,dem,2.42
usa,southDakota,power,2040,q4a,dem,2.66
usa,southDakota,power,2045,q4a,dem,2.92
usa,southDakota,power,2050,q4a,dem,3.21
usa,tennessee,power,2015,q1n,dem,11.94
usa,tennessee,power,2020,q1n,dem,13.12
usa,tennessee,power,2025,q1n,dem,14.41
usa,tennessee,power,2030,q1n,dem,15.84
usa,tennessee,power,2035,q1n,dem,17.4
usa,tennessee,power,2040,q1n,dem,19.12
usa,tennessee,power,2045,q1n,dem,21
usa,tennessee,power,2050,q1n,dem,23.08
usa,tennessee,power,2015,q1m,dem,5.87
usa,tennessee,power,2020,q1m,dem,6.44
usa,tennessee,power,2025,q1m,dem,7.08
usa,tennessee,power,2030,q1m,dem,7.78
usa,tennessee,power,2035,q1m,dem,8.55
usa,tennessee,power,2040,q1m,dem,9.39
usa,tennessee,power,2045,q1m,dem,10.32
usa,tennessee,power,2050,q1m,dem,11.33
usa,tennessee,power,2015,q1p,dem,16.91
usa,tennessee,power,2020,q1p,dem,18.58
usa,tennessee,power,2025,q1p,dem,20.41
usa,tennessee,power,2030,q1p,dem,22.43
usa,tennessee,power,2035,q1p,dem,24.64
usa,tennessee,power,2040,q1p,dem,27.07
usa,tennessee,power,2045,q1p,dem,29.74
usa,tennessee,power,2050,q1p,dem,32.68
usa,tennessee,power,2015,q1a,dem,12.12
usa,tennessee,power,2020,q1a,dem,13.32
usa,tennessee,power,2025,q1a,dem,14.64
usa,tennessee,power,2030,q1a,dem,16.08
usa,tennessee,power,2035,q1a,dem,17.67
usa,tennessee,power,2040,q1a,dem,19.41
usa,tennessee,power,2045,q1a,dem,21.33
usa,tennessee,power,2050,q1a,dem,23.43
usa,tennessee,power,2015,q2n,dem,9.1
usa,tennessee,power,2020,q2n,dem,10
usa,tennessee,power,2025,q2n,dem,10.98
usa,tennessee,power,2030,q2n,dem,12.07
usa,tennessee,power,2035,q2n,dem,13.26
usa,tennessee,power,2040,q2n,dem,14.57
usa,tennessee,power,2045,q2n,dem,16.01
usa,tennessee,power,2050,q2n,dem,17.59
usa,tennessee,power,2015,q2m,dem,5.27
usa,tennessee,power,2020,q2m,dem,5.79
usa,tennessee,power,2025,q2m,dem,6.36
usa,tennessee,power,2030,q2m,dem,6.98
usa,tennessee,power,2035,q2m,dem,7.67
usa,tennessee,power,2040,q2m,dem,8.43
usa,tennessee,power,2045,q2m,dem,9.26
usa,tennessee,power,2050,q2m,dem,10.17
usa,tennessee,power,2015,q2p,dem,15.76
usa,tennessee,power,2020,q2p,dem,17.31
usa,tennessee,power,2025,q2p,dem,19.02
usa,tennessee,power,2030,q2p,dem,20.9
usa,tennessee,power,2035,q2p,dem,22.96
usa,tennessee,power,2040,q2p,dem,25.23
usa,tennessee,power,2045,q2p,dem,27.72
usa,tennessee,power,2050,q2p,dem,30.45
usa,tennessee,power,2015,q2a,dem,10.71
usa,tennessee,power,2020,q2a,dem,11.77
usa,tennessee,power,2025,q2a,dem,12.93
usa,tennessee,power,2030,q2a,dem,14.2
usa,tennessee,power,2035,q2a,dem,15.61
usa,tennessee,power,2040,q2a,dem,17.15
usa,tennessee,power,2045,q2a,dem,18.84
usa,tennessee,power,2050,q2a,dem,20.7
usa,tennessee,power,2015,q3n,dem,10.7
usa,tennessee,power,2020,q3n,dem,11.75
usa,tennessee,power,2025,q3n,dem,12.91
usa,tennessee,power,2030,q3n,dem,14.19
usa,tennessee,power,2035,q3n,dem,15.59
usa,tennessee,power,2040,q3n,dem,17.13
usa,tennessee,power,2045,q3n,dem,18.82
usa,tennessee,power,2050,q3n,dem,20.67
usa,tennessee,power,2015,q3m,dem,5.13
usa,tennessee,power,2020,q3m,dem,5.64
usa,tennessee,power,2025,q3m,dem,6.19
usa,tennessee,power,2030,q3m,dem,6.8
usa,tennessee,power,2035,q3m,dem,7.48
usa,tennessee,power,2040,q3m,dem,8.21
usa,tennessee,power,2045,q3m,dem,9.02
usa,tennessee,power,2050,q3m,dem,9.91
usa,tennessee,power,2015,q3p,dem,21.08
usa,tennessee,power,2020,q3p,dem,23.16
usa,tennessee,power,2025,q3p,dem,25.45
usa,tennessee,power,2030,q3p,dem,27.96
usa,tennessee,power,2035,q3p,dem,30.72
usa,tennessee,power,2040,q3p,dem,33.75
usa,tennessee,power,2045,q3p,dem,37.08
usa,tennessee,power,2050,q3p,dem,40.74
usa,tennessee,power,2015,q3a,dem,13.7
usa,tennessee,power,2020,q3a,dem,15.06
usa,tennessee,power,2025,q3a,dem,16.54
usa,tennessee,power,2030,q3a,dem,18.18
usa,tennessee,power,2035,q3a,dem,19.97
usa,tennessee,power,2040,q3a,dem,21.94
usa,tennessee,power,2045,q3a,dem,24.1
usa,tennessee,power,2050,q3a,dem,26.48
usa,tennessee,power,2015,q4n,dem,10.42
usa,tennessee,power,2020,q4n,dem,11.45
usa,tennessee,power,2025,q4n,dem,12.58
usa,tennessee,power,2030,q4n,dem,13.82
usa,tennessee,power,2035,q4n,dem,15.19
usa,tennessee,power,2040,q4n,dem,16.69
usa,tennessee,power,2045,q4n,dem,18.33
usa,tennessee,power,2050,q4n,dem,20.14
usa,tennessee,power,2015,q4m,dem,5.49
usa,tennessee,power,2020,q4m,dem,6.03
usa,tennessee,power,2025,q4m,dem,6.63
usa,tennessee,power,2030,q4m,dem,7.28
usa,tennessee,power,2035,q4m,dem,8
usa,tennessee,power,2040,q4m,dem,8.79
usa,tennessee,power,2045,q4m,dem,9.66
usa,tennessee,power,2050,q4m,dem,10.61
usa,tennessee,power,2015,q4p,dem,15.88
usa,tennessee,power,2020,q4p,dem,17.45
usa,tennessee,power,2025,q4p,dem,19.17
usa,tennessee,power,2030,q4p,dem,21.06
usa,tennessee,power,2035,q4p,dem,23.14
usa,tennessee,power,2040,q4p,dem,25.43
usa,tennessee,power,2045,q4p,dem,27.94
usa,tennessee,power,2050,q4p,dem,30.69
usa,tennessee,power,2015,q4a,dem,11.89
usa,tennessee,power,2020,q4a,dem,13.06
usa,tennessee,power,2025,q4a,dem,14.35
usa,tennessee,power,2030,q4a,dem,15.76
usa,tennessee,power,2035,q4a,dem,17.32
usa,tennessee,power,2040,q4a,dem,19.03
usa,tennessee,power,2045,q4a,dem,20.91
usa,tennessee,power,2050,q4a,dem,22.97
usa,texas,power,2015,q1n,dem,53.55
usa,texas,power,2020,q1n,dem,58.83
usa,texas,power,2025,q1n,dem,64.64
usa,texas,power,2030,q1n,dem,71.02
usa,texas,power,2035,q1n,dem,78.02
usa,texas,power,2040,q1n,dem,85.72
usa,texas,power,2045,q1n,dem,94.18
usa,texas,power,2050,q1n,dem,103.48
usa,texas,power,2015,q1m,dem,27.21
usa,texas,power,2020,q1m,dem,29.89
usa,texas,power,2025,q1m,dem,32.84
usa,texas,power,2030,q1m,dem,36.08
usa,texas,power,2035,q1m,dem,39.64
usa,texas,power,2040,q1m,dem,43.55
usa,texas,power,2045,q1m,dem,47.85
usa,texas,power,2050,q1m,dem,52.57
usa,texas,power,2015,q1p,dem,64.73
usa,texas,power,2020,q1p,dem,71.11
usa,texas,power,2025,q1p,dem,78.13
usa,texas,power,2030,q1p,dem,85.84
usa,texas,power,2035,q1p,dem,94.31
usa,texas,power,2040,q1p,dem,103.62
usa,texas,power,2045,q1p,dem,113.84
usa,texas,power,2050,q1p,dem,125.08
usa,texas,power,2015,q1a,dem,41.09
usa,texas,power,2020,q1a,dem,45.14
usa,texas,power,2025,q1a,dem,49.6
usa,texas,power,2030,q1a,dem,54.49
usa,texas,power,2035,q1a,dem,59.87
usa,texas,power,2040,q1a,dem,65.78
usa,texas,power,2045,q1a,dem,72.27
usa,texas,power,2050,q1a,dem,79.4
usa,texas,power,2015,q2n,dem,36.63
usa,texas,power,2020,q2n,dem,40.24
usa,texas,power,2025,q2n,dem,44.21
usa,texas,power,2030,q2n,dem,48.58
usa,texas,power,2035,q2n,dem,53.37
usa,texas,power,2040,q2n,dem,58.64
usa,texas,power,2045,q2n,dem,64.42
usa,texas,power,2050,q2n,dem,70.78
usa,texas,power,2015,q2m,dem,17.11
usa,texas,power,2020,q2m,dem,18.8
usa,texas,power,2025,q2m,dem,20.65
usa,texas,power,2030,q2m,dem,22.69
usa,texas,power,2035,q2m,dem,24.93
usa,texas,power,2040,q2m,dem,27.39
usa,texas,power,2045,q2m,dem,30.09
usa,texas,power,2050,q2m,dem,33.06
usa,texas,power,2015,q2p,dem,62.77
usa,texas,power,2020,q2p,dem,68.97
usa,texas,power,2025,q2p,dem,75.77
usa,texas,power,2030,q2p,dem,83.25
usa,texas,power,2035,q2p,dem,91.47
usa,texas,power,2040,q2p,dem,100.49
usa,texas,power,2045,q2p,dem,110.41
usa,texas,power,2050,q2p,dem,121.3
usa,texas,power,2015,q2a,dem,42.11
usa,texas,power,2020,q2a,dem,46.27
usa,texas,power,2025,q2a,dem,50.83
usa,texas,power,2030,q2a,dem,55.85
usa,texas,power,2035,q2a,dem,61.36
usa,texas,power,2040,q2a,dem,67.41
usa,texas,power,2045,q2a,dem,74.07
usa,texas,power,2050,q2a,dem,81.37
usa,texas,power,2015,q3n,dem,47.26
usa,texas,power,2020,q3n,dem,51.93
usa,texas,power,2025,q3n,dem,57.05
usa,texas,power,2030,q3n,dem,62.68
usa,texas,power,2035,q3n,dem,68.86
usa,texas,power,2040,q3n,dem,75.66
usa,texas,power,2045,q3n,dem,83.13
usa,texas,power,2050,q3n,dem,91.33
usa,texas,power,2015,q3m,dem,19.44
usa,texas,power,2020,q3m,dem,21.36
usa,texas,power,2025,q3m,dem,23.47
usa,texas,power,2030,q3m,dem,25.78
usa,texas,power,2035,q3m,dem,28.33
usa,texas,power,2040,q3m,dem,31.12
usa,texas,power,2045,q3m,dem,34.19
usa,texas,power,2050,q3m,dem,37.57
usa,texas,power,2015,q3p,dem,85.95
usa,texas,power,2020,q3p,dem,94.43
usa,texas,power,2025,q3p,dem,103.75
usa,texas,power,2030,q3p,dem,113.99
usa,texas,power,2035,q3p,dem,125.24
usa,texas,power,2040,q3p,dem,137.6
usa,texas,power,2045,q3p,dem,151.18
usa,texas,power,2050,q3p,dem,166.09
usa,texas,power,2015,q3a,dem,53.7
usa,texas,power,2020,q3a,dem,59
usa,texas,power,2025,q3a,dem,64.82
usa,texas,power,2030,q3a,dem,71.22
usa,texas,power,2035,q3a,dem,78.25
usa,texas,power,2040,q3a,dem,85.97
usa,texas,power,2045,q3a,dem,94.45
usa,texas,power,2050,q3a,dem,103.77
usa,texas,power,2015,q4n,dem,41.62
usa,texas,power,2020,q4n,dem,45.72
usa,texas,power,2025,q4n,dem,50.23
usa,texas,power,2030,q4n,dem,55.19
usa,texas,power,2035,q4n,dem,60.64
usa,texas,power,2040,q4n,dem,66.62
usa,texas,power,2045,q4n,dem,73.19
usa,texas,power,2050,q4n,dem,80.42
usa,texas,power,2015,q4m,dem,20.5
usa,texas,power,2020,q4m,dem,22.53
usa,texas,power,2025,q4m,dem,24.75
usa,texas,power,2030,q4m,dem,27.19
usa,texas,power,2035,q4m,dem,29.87
usa,texas,power,2040,q4m,dem,32.82
usa,texas,power,2045,q4m,dem,36.06
usa,texas,power,2050,q4m,dem,39.62
usa,texas,power,2015,q4p,dem,60.32
usa,texas,power,2020,q4p,dem,66.27
usa,texas,power,2025,q4p,dem,72.81
usa,texas,power,2030,q4p,dem,79.99
usa,texas,power,2035,q4p,dem,87.89
usa,texas,power,2040,q4p,dem,96.56
usa,texas,power,2045,q4p,dem,106.09
usa,texas,power,2050,q4p,dem,116.56
usa,texas,power,2015,q4a,dem,42.62
usa,texas,power,2020,q4a,dem,46.82
usa,texas,power,2025,q4a,dem,51.44
usa,texas,power,2030,q4a,dem,56.52
usa,texas,power,2035,q4a,dem,62.1
usa,texas,power,2040,q4a,dem,68.22
usa,texas,power,2045,q4a,dem,74.96
usa,texas,power,2050,q4a,dem,82.35
usa,utah,power,2015,q1n,dem,4.65
usa,utah,power,2020,q1n,dem,5.11
usa,utah,power,2025,q1n,dem,5.61
usa,utah,power,2030,q1n,dem,6.17
usa,utah,power,2035,q1n,dem,6.78
usa,utah,power,2040,q1n,dem,7.44
usa,utah,power,2045,q1n,dem,8.18
usa,utah,power,2050,q1n,dem,8.99
usa,utah,power,2015,q1m,dem,1.69
usa,utah,power,2020,q1m,dem,1.86
usa,utah,power,2025,q1m,dem,2.04
usa,utah,power,2030,q1m,dem,2.24
usa,utah,power,2035,q1m,dem,2.46
usa,utah,power,2040,q1m,dem,2.71
usa,utah,power,2045,q1m,dem,2.97
usa,utah,power,2050,q1m,dem,3.27
usa,utah,power,2015,q1p,dem,5.11
usa,utah,power,2020,q1p,dem,5.62
usa,utah,power,2025,q1p,dem,6.17
usa,utah,power,2030,q1p,dem,6.78
usa,utah,power,2035,q1p,dem,7.45
usa,utah,power,2040,q1p,dem,8.19
usa,utah,power,2045,q1p,dem,9
usa,utah,power,2050,q1p,dem,9.88
usa,utah,power,2015,q1a,dem,4.13
usa,utah,power,2020,q1a,dem,4.54
usa,utah,power,2025,q1a,dem,4.99
usa,utah,power,2030,q1a,dem,5.48
usa,utah,power,2035,q1a,dem,6.02
usa,utah,power,2040,q1a,dem,6.61
usa,utah,power,2045,q1a,dem,7.26
usa,utah,power,2050,q1a,dem,7.98
usa,utah,power,2015,q2n,dem,3.35
usa,utah,power,2020,q2n,dem,3.68
usa,utah,power,2025,q2n,dem,4.04
usa,utah,power,2030,q2n,dem,4.44
usa,utah,power,2035,q2n,dem,4.88
usa,utah,power,2040,q2n,dem,5.36
usa,utah,power,2045,q2n,dem,5.89
usa,utah,power,2050,q2n,dem,6.47
usa,utah,power,2015,q2m,dem,1.47
usa,utah,power,2020,q2m,dem,1.62
usa,utah,power,2025,q2m,dem,1.78
usa,utah,power,2030,q2m,dem,1.95
usa,utah,power,2035,q2m,dem,2.14
usa,utah,power,2040,q2m,dem,2.36
usa,utah,power,2045,q2m,dem,2.59
usa,utah,power,2050,q2m,dem,2.84
usa,utah,power,2015,q2p,dem,4.18
usa,utah,power,2020,q2p,dem,4.59
usa,utah,power,2025,q2p,dem,5.05
usa,utah,power,2030,q2p,dem,5.55
usa,utah,power,2035,q2p,dem,6.09
usa,utah,power,2040,q2p,dem,6.69
usa,utah,power,2045,q2p,dem,7.36
usa,utah,power,2050,q2p,dem,8.08
usa,utah,power,2015,q2a,dem,3.07
usa,utah,power,2020,q2a,dem,3.37
usa,utah,power,2025,q2a,dem,3.71
usa,utah,power,2030,q2a,dem,4.07
usa,utah,power,2035,q2a,dem,4.48
usa,utah,power,2040,q2a,dem,4.92
usa,utah,power,2045,q2a,dem,5.4
usa,utah,power,2050,q2a,dem,5.94
usa,utah,power,2015,q3n,dem,3.02
usa,utah,power,2020,q3n,dem,3.32
usa,utah,power,2025,q3n,dem,3.65
usa,utah,power,2030,q3n,dem,4.01
usa,utah,power,2035,q3n,dem,4.41
usa,utah,power,2040,q3n,dem,4.84
usa,utah,power,2045,q3n,dem,5.32
usa,utah,power,2050,q3n,dem,5.84
usa,utah,power,2015,q3m,dem,1.29
usa,utah,power,2020,q3m,dem,1.42
usa,utah,power,2025,q3m,dem,1.56
usa,utah,power,2030,q3m,dem,1.72
usa,utah,power,2035,q3m,dem,1.89
usa,utah,power,2040,q3m,dem,2.07
usa,utah,power,2045,q3m,dem,2.28
usa,utah,power,2050,q3m,dem,2.5
usa,utah,power,2015,q3p,dem,4.62
usa,utah,power,2020,q3p,dem,5.07
usa,utah,power,2025,q3p,dem,5.57
usa,utah,power,2030,q3p,dem,6.12
usa,utah,power,2035,q3p,dem,6.73
usa,utah,power,2040,q3p,dem,7.39
usa,utah,power,2045,q3p,dem,8.12
usa,utah,power,2050,q3p,dem,8.92
usa,utah,power,2015,q3a,dem,3.65
usa,utah,power,2020,q3a,dem,4.01
usa,utah,power,2025,q3a,dem,4.41
usa,utah,power,2030,q3a,dem,4.84
usa,utah,power,2035,q3a,dem,5.32
usa,utah,power,2040,q3a,dem,5.84
usa,utah,power,2045,q3a,dem,6.42
usa,utah,power,2050,q3a,dem,7.05
usa,utah,power,2015,q4n,dem,4.14
usa,utah,power,2020,q4n,dem,4.55
usa,utah,power,2025,q4n,dem,5
usa,utah,power,2030,q4n,dem,5.49
usa,utah,power,2035,q4n,dem,6.03
usa,utah,power,2040,q4n,dem,6.63
usa,utah,power,2045,q4n,dem,7.28
usa,utah,power,2050,q4n,dem,8
usa,utah,power,2015,q4m,dem,1.66
usa,utah,power,2020,q4m,dem,1.82
usa,utah,power,2025,q4m,dem,2
usa,utah,power,2030,q4m,dem,2.2
usa,utah,power,2035,q4m,dem,2.42
usa,utah,power,2040,q4m,dem,2.65
usa,utah,power,2045,q4m,dem,2.92
usa,utah,power,2050,q4m,dem,3.2
usa,utah,power,2015,q4p,dem,4.96
usa,utah,power,2020,q4p,dem,5.45
usa,utah,power,2025,q4p,dem,5.99
usa,utah,power,2030,q4p,dem,6.58
usa,utah,power,2035,q4p,dem,7.23
usa,utah,power,2040,q4p,dem,7.95
usa,utah,power,2045,q4p,dem,8.73
usa,utah,power,2050,q4p,dem,9.59
usa,utah,power,2015,q4a,dem,4.14
usa,utah,power,2020,q4a,dem,4.55
usa,utah,power,2025,q4a,dem,4.99
usa,utah,power,2030,q4a,dem,5.49
usa,utah,power,2035,q4a,dem,6.03
usa,utah,power,2040,q4a,dem,6.62
usa,utah,power,2045,q4a,dem,7.28
usa,utah,power,2050,q4a,dem,8
usa,virginia,power,2015,q1n,dem,14.01
usa,virginia,power,2020,q1n,dem,15.39
usa,virginia,power,2025,q1n,dem,16.91
usa,virginia,power,2030,q1n,dem,18.58
usa,virginia,power,2035,q1n,dem,20.42
usa,virginia,power,2040,q1n,dem,22.43
usa,virginia,power,2045,q1n,dem,24.64
usa,virginia,power,2050,q1n,dem,27.08
usa,virginia,power,2015,q1m,dem,6.85
usa,virginia,power,2020,q1m,dem,7.53
usa,virginia,power,2025,q1m,dem,8.27
usa,virginia,power,2030,q1m,dem,9.09
usa,virginia,power,2035,q1m,dem,9.98
usa,virginia,power,2040,q1m,dem,10.97
usa,virginia,power,2045,q1m,dem,12.05
usa,virginia,power,2050,q1m,dem,13.24
usa,virginia,power,2015,q1p,dem,19.71
usa,virginia,power,2020,q1p,dem,21.66
usa,virginia,power,2025,q1p,dem,23.79
usa,virginia,power,2030,q1p,dem,26.14
usa,virginia,power,2035,q1p,dem,28.72
usa,virginia,power,2040,q1p,dem,31.55
usa,virginia,power,2045,q1p,dem,34.67
usa,virginia,power,2050,q1p,dem,38.09
usa,virginia,power,2015,q1a,dem,14.15
usa,virginia,power,2020,q1a,dem,15.55
usa,virginia,power,2025,q1a,dem,17.08
usa,virginia,power,2030,q1a,dem,18.77
usa,virginia,power,2035,q1a,dem,20.62
usa,virginia,power,2040,q1a,dem,22.65
usa,virginia,power,2045,q1a,dem,24.89
usa,virginia,power,2050,q1a,dem,27.35
usa,virginia,power,2015,q2n,dem,10.32
usa,virginia,power,2020,q2n,dem,11.34
usa,virginia,power,2025,q2n,dem,12.46
usa,virginia,power,2030,q2n,dem,13.69
usa,virginia,power,2035,q2n,dem,15.04
usa,virginia,power,2040,q2n,dem,16.53
usa,virginia,power,2045,q2n,dem,18.16
usa,virginia,power,2050,q2n,dem,19.95
usa,virginia,power,2015,q2m,dem,6.09
usa,virginia,power,2020,q2m,dem,6.69
usa,virginia,power,2025,q2m,dem,7.35
usa,virginia,power,2030,q2m,dem,8.08
usa,virginia,power,2035,q2m,dem,8.88
usa,virginia,power,2040,q2m,dem,9.75
usa,virginia,power,2045,q2m,dem,10.72
usa,virginia,power,2050,q2m,dem,11.77
usa,virginia,power,2015,q2p,dem,17.18
usa,virginia,power,2020,q2p,dem,18.87
usa,virginia,power,2025,q2p,dem,20.73
usa,virginia,power,2030,q2p,dem,22.78
usa,virginia,power,2035,q2p,dem,25.03
usa,virginia,power,2040,q2p,dem,27.5
usa,virginia,power,2045,q2p,dem,30.21
usa,virginia,power,2050,q2p,dem,33.19
